id,league,year,year_id,Name,Statistic,Statistic Value,Team,Top 25
737,American League,1950,6,Larry Doby,On Base Percentage,.442,Cleveland,Top 25
738,American League,1950,7,Walt Dropo,RBI,144,Boston,Top 25
739,American League,1950,8,Vern Stephens,RBI,144,Boston,Top 25
740,American League,1950,9,Dom DiMaggio,Runs,131,Boston,Top 25
741,American League,1950,10,Joe DiMaggio,Slugging Average,.585,New York,Top 25
742,American League,1950,11,Dom DiMaggio,Stolen Bases,15,Boston,Top 25
743,American League,1950,12,Walt Dropo,Total Bases,326,Boston,Top 25
744,American League,1950,13,Dom DiMaggio,Triples,11,Boston,Top 25
745,American League,1950,14,Bobby Doerr,Triples,11,Boston,Top 25
746,American League,1950,15,Hoot Evers,Triples,11,Detroit,Top 25
747,American League,1951,1,Ted Williams,Base on Balls,144,Boston,Top 25
748,American League,1951,2,Ferris Fain,Batting Average,.344,Philadelphia,Top 25
749,American League,1951,3,George Kell,Doubles,36,Detroit,Top 25
750,American League,1951,4,Sam Mele,Doubles,36,Washington,Top 25
751,American League,1951,5,Eddie Yost,Doubles,36,Washington,Top 25
752,American League,1951,6,George Kell,Hits,191,Detroit,Top 25
753,American League,1951,7,Gus Zernial,Home Runs,33,Chicago,Top 25
754,American League,1951,8,Gus Zernial,Home Runs,33,Philadelphia,Top 25
755,American League,1951,9,Ted Williams,On Base Percentage,.464,Boston,Top 25
756,American League,1951,10,Gus Zernial,RBI,129,Chicago,Top 25
757,American League,1951,11,Gus Zernial,RBI,129,Philadelphia,Top 25
758,American League,1951,12,Dom DiMaggio,Runs,113,Boston,Top 25
759,American League,1951,13,Ted Williams,Slugging Average,.556,Boston,Top 25
760,American League,1951,14,Minnie Minoso,Stolen Bases,31,Cleveland,Top 25
761,American League,1951,15,Minnie Minoso,Stolen Bases,31,Chicago,Top 25
762,American League,1951,16,Ted Williams,Total Bases,295,Boston,Top 25
763,American League,1951,17,Minnie Minoso,Triples,14,Cleveland,Top 25
764,American League,1951,18,Minnie Minoso,Triples,14,Chicago,Top 25
765,American League,1952,1,Eddie Yost,Base on Balls,129,Washington,Top 25
766,American League,1952,2,Ferris Fain,Batting Average,.327,Philadelphia,Top 25
767,American League,1952,3,Ferris Fain,Doubles,43,Philadelphia,Top 25
768,American League,1952,4,Nellie Fox,Hits,192,Chicago,Top 25
769,American League,1952,5,Larry Doby,Home Runs,32,Cleveland,Top 25
770,American League,1952,6,Ferris Fain,On Base Percentage,.438,Philadelphia,Top 25
771,American League,1952,7,Al Rosen,RBI,105,Cleveland,Top 25
772,American League,1952,8,Larry Doby,Runs,104,Cleveland,Top 25
773,American League,1952,9,Larry Doby,Slugging Average,.541,Cleveland,Top 25
774,American League,1952,10,Minnie Minoso,Stolen Bases,22,Chicago,Top 25
775,American League,1952,11,Al Rosen,Total Bases,297,Cleveland,Top 25
776,American League,1952,12,Bobby Avila,Triples,11,Cleveland,Top 25
777,American League,1953,1,Eddie Yost,Base on Balls,123,Washington,Top 25
778,American League,1953,2,Mickey Vernon,Batting Average,.337,Washington,Top 25
779,American League,1953,3,Mickey Vernon,Doubles,43,Washington,Top 25
780,American League,1953,4,Harvey Kuenn,Hits,209,Detroit,Top 25
781,American League,1953,5,Al Rosen,Home Runs,43,Cleveland,Top 25
782,American League,1953,6,Gene Woodling,On Base Percentage,.429,New York,Top 25
783,American League,1953,7,Al Rosen,RBI,145,Cleveland,Top 25
784,American League,1953,8,Al Rosen,Runs,115,Cleveland,Top 25
785,American League,1953,9,Al Rosen,Slugging Average,.613,Cleveland,Top 25
786,American League,1953,10,Minnie Minoso,Stolen Bases,25,Chicago,Top 25
787,American League,1953,11,Al Rosen,Total Bases,367,Cleveland,Top 25
788,American League,1953,12,Jim Rivera,Triples,16,Chicago,Top 25
789,American League,1954,1,Ted Williams,Base on Balls,136,Boston,Top 25
790,American League,1954,2,Bobby Avila,Batting Average,.341,Cleveland,Top 25
791,American League,1954,3,Mickey Vernon,Doubles,33,Washington,Top 25
792,American League,1954,4,Nellie Fox,Hits,201,Chicago,Top 25
793,American League,1954,5,Harvey Kuenn,Hits,201,Detroit,Top 25
794,American League,1954,6,Larry Doby,Home Runs,32,Cleveland,Top 25
795,American League,1954,7,Ted Williams,On Base Percentage,.516,Boston,Top 25
796,American League,1954,8,Larry Doby,RBI,126,Cleveland,Top 25
797,American League,1954,9,Mickey Mantle,Runs,129,New York,Top 25
798,American League,1954,10,Minnie Minoso,Slugging Average,.535,Chicago,Top 25
799,American League,1954,11,Jackie Jensen,Stolen Bases,22,Boston,Top 25
800,American League,1954,12,Minnie Minoso,Total Bases,304,Chicago,Top 25
801,American League,1954,13,Minnie Minoso,Triples,18,Chicago,Top 25
802,American League,1955,1,Mickey Mantle,Base on Balls,113,New York,Top 25
803,American League,1955,2,Al Kaline,Batting Average,.340,Detroit,Top 25
804,American League,1955,3,Harvey Kuenn,Doubles,38,Detroit,Top 25
805,American League,1955,4,Al Kaline,Hits,200,Detroit,Top 25
806,American League,1955,5,Mickey Mantle,Home Runs,37,New York,Top 25
807,American League,1955,6,Mickey Mantle,On Base Percentage,.433,New York,Top 25
808,American League,1955,7,Ray Boone,RBI,116,Detroit,Top 25
809,American League,1955,8,Jackie Jensen,RBI,116,Boston,Top 25
810,American League,1955,9,Al Smith,Runs,123,Cleveland,Top 25
811,American League,1955,10,Mickey Mantle,Slugging Average,.611,New York,Top 25
812,American League,1955,11,Jim Rivera,Stolen Bases,25,Chicago,Top 25
813,American League,1955,12,Al Kaline,Total Bases,321,Detroit,Top 25
814,American League,1955,13,Mickey Mantle,Triples,11,New York,Top 25
815,American League,1956,1,Eddie Yost,Base on Balls,151,Washington,Top 25
816,American League,1956,2,Mickey Mantle,Batting Average,.353,New York,Top 25
817,American League,1956,3,Jim Piersall,Doubles,40,Boston,Top 25
818,American League,1956,4,Harvey Kuenn,Hits,196,Detroit,Top 25
819,American League,1956,5,Mickey Mantle,Home Runs,52,New York,Top 25
820,American League,1956,6,Ted Williams,On Base Percentage,.479,Boston,Top 25
821,American League,1956,7,Mickey Mantle,RBI,130,New York,Top 25
822,American League,1956,8,Mickey Mantle,Runs,132,New York,Top 25
823,American League,1956,9,Mickey Mantle,Slugging Average,.705,New York,Top 25
824,American League,1956,10,Luis Aparacio,Stolen Bases,21,Chicago,Top 25
825,American League,1956,11,Mickey Mantle,Total Bases,376,New York,Top 25
826,American League,1956,12,Jackie Jensen,Triples,11,Boston,Top 25
827,American League,1956,13,Jim Lemon,Triples,11,Washington,Top 25
828,American League,1956,14,Minnie Minoso,Triples,11,Chicago,Top 25
829,American League,1956,15,Harry Simpson,Triples,11,Kansas City,Top 25
830,American League,1957,1,Mickey Mantle,Base on Balls,146,New York,Top 25
831,American League,1957,2,Ted Williams,Batting Average,.388,Boston,Top 25
832,American League,1957,3,Billy Gardner,Doubles,36,Baltimore,Top 25
833,American League,1957,4,Minnie Minoso,Doubles,36,Chicago,Top 25
834,American League,1957,5,Nellie Fox,Hits,196,Chicago,Top 25
835,American League,1957,6,Roy Sievers,Home Runs,42,Washington,Top 25
836,American League,1957,7,Ted Williams,On Base Percentage,.528,Boston,Top 25
837,American League,1957,8,Roy Sievers,RBI,114,Washington,Top 25
838,American League,1957,9,Mickey Mantle,Runs,121,New York,Top 25
839,American League,1957,10,Ted Williams,Slugging Average,.731,Boston,Top 25
840,American League,1957,11,Luis Aparicio,Stolen Bases,28,Chicago,Top 25
841,American League,1957,12,Roy Sievers,Total Bases,331,Washington,Top 25
842,American League,1957,13,Hank Bauer,Triples,9,New York,Top 25
843,American League,1957,14,Gil McDougald,Triples,9,New York,Top 25
844,American League,1957,15,Harry Simpson,Triples,9,Kansas City,Top 25
845,American League,1957,16,Harry Simpson,Triples,9,New York,Top 25
846,American League,1958,1,Mickey Mantle,Base on Balls,129,New York,Top 25
847,American League,1958,2,Ted Williams,Batting Average,.328,Boston,Top 25
848,American League,1958,3,Harvey Kuenn,Doubles,39,Detroit,Top 25
849,American League,1958,4,Nellie Fox,Hits,187,Chicago,Top 25
850,American League,1958,5,Mickey Mantle,Home Runs,42,New York,Top 25
851,American League,1958,6,Ted Williams,On Base Percentage,.462,Boston,Top 25
852,American League,1958,7,Jackie Jensen,RBI,122,Boston,Top 25
853,American League,1958,8,Mickey Mantle,Runs,127,New York,Top 25
854,American League,1958,9,Rocky Colavito,Slugging Average,.620,Cleveland,Top 25
855,American League,1958,10,Luis Aparacio,Stolen Bases,29,Chicago,Top 25
856,American League,1958,11,Mickey Mantle,Total Bases,307,New York,Top 25
857,American League,1958,12,Vic Power,Triples,10,Kansas City,Top 25
858,American League,1958,13,Vic Power,Triples,10,Cleveland,Top 25
859,American League,1959,1,Eddie Yost,Base on Balls,135,Detroit,Top 25
860,American League,1959,2,Harvey Kuenn,Batting Average,.353,Detroit,Top 25
861,American League,1959,3,Harvey Kuenn,Doubles,42,Detroit,Top 25
862,American League,1959,4,Harvey Kuenn,Hits,198,Detroit,Top 25
863,American League,1959,5,Rocky Colavito,Home Runs,42,Cleveland,Top 25
864,American League,1959,6,Harmon Killebrew,Home Runs,42,Washington,Top 25
865,American League,1959,7,Eddie Yost,On Base Percentage,.437,Detroit,Top 25
866,American League,1959,8,Jackie Jensen,RBI,112,Boston,Top 25
867,American League,1959,9,Eddie Yost,Runs,115,Detroit,Top 25
868,American League,1959,10,Al Kaline,Slugging Average,.530,Detroit,Top 25
869,American League,1959,11,Luis Aparacio,Stolen Bases,56,Chicago,Top 25
870,American League,1959,12,Rocky Colavito,Total Bases,301,Cleveland,Top 25
871,American League,1959,13,Bob Allison,Triples,9,Washington,Top 25
872,American League,1960,1,Eddie Yost,Base on Balls,125,Detroit,Top 25
873,American League,1960,2,Pete Runnels,Batting Average,.320,Boston,Top 25
874,American League,1960,3,Tito Francona,Doubles,36,Cleveland,Top 25
875,American League,1960,4,Minnie Minoso,Hits,184,Chicago,Top 25
876,American League,1960,5,Mickey Mantle,Home Runs,40,New York,Top 25
877,American League,1960,6,Eddie Yost,On Base Percentage,.416,Detroit,Top 25
878,American League,1960,7,Roger Maris,RBI,112,New York,Top 25
879,American League,1960,8,Mickey Mantle,Runs,119,New York,Top 25
880,American League,1960,9,Roger Maris,Slugging Average,.581,New York,Top 25
881,American League,1960,10,Luis Aparacio,Stolen Bases,51,Chicago,Top 25
882,American League,1960,11,Mickey Mantle,Total Bases,294,New York,Top 25
883,American League,1960,12,Nellie Fox,Triples,10,Chicago,Top 25
884,American League,1961,1,Mickey Mantle,Base on Balls,126,New York,Top 25
885,American League,1961,2,Norm Cash,Batting Average,.361,Detroit,Top 25
886,American League,1961,3,Al Kaline,Doubles,41,Detroit,Top 25
887,American League,1961,4,Norm Cash,Hits,193,Detroit,Top 25
888,American League,1961,5,Roger Maris,Home Runs,61,New York,Top 25
889,American League,1961,6,Norm Cash,On Base Percentage,.488,Detroit,Top 25
890,American League,1961,7,Jim Gentile,RBI,141,Baltimore,Top 25
891,American League,1961,8,Roger Maris,RBI,141,New York,Top 25
892,American League,1961,9,Roger Maris,Runs,132,New York,Top 25
893,American League,1961,10,Mickey Mantle,Slugging Average,.687,New York,Top 25
894,American League,1961,11,Luis Aparacio,Stolen Bases,53,Chicago,Top 25
895,American League,1961,12,Roger Maris,Total Bases,366,New York,Top 25
896,American League,1961,13,Jake Wood,Triples,14,Detroit,Top 25
897,American League,1962,1,Mickey Mantle,Base on Balls,122,New York,Top 25
898,American League,1962,2,Pete Runnels,Batting Average,.326,Boston,Top 25
899,American League,1962,3,Floyd Robinson,Doubles,45,Chicago,Top 25
900,American League,1962,4,Bobby Richardson,Hits,209,New York,Top 25
901,American League,1962,5,Harmon Killebrew,Home Runs,48,Minnesota,Top 25
902,American League,1962,6,Mickey Mantle,On Base Percentage,.488,New York,Top 25
903,American League,1962,7,Harmon Killebrew,RBI,126,MInnesota,Top 25
904,American League,1962,8,Albie Pearson,Runs,115,Los Angeles,Top 25
905,American League,1962,9,Mickey Mantle,Slugging Average,.605,New York,Top 25
906,American League,1962,10,Luis Aparicio,Stolen Bases,31,Chicago,Top 25
907,American League,1962,11,Rocky Colavito,Total Bases,309,Detroit,Top 25
908,American League,1962,12,Gino Cimoli,Triples,15,Kansas City,Top 25
909,American League,1963,1,Carl Yastrzemski,Base on Balls,95,Boston,Top 25
910,American League,1963,2,Carl Yastrzemski,Batting Average,.321,Boston,Top 25
911,American League,1963,3,Carl Yastrzemski,Doubles,40,Boston,Top 25
912,American League,1963,4,Carl Yastrzemski,Hits,183,Boston,Top 25
913,American League,1963,5,Harmon Killebrew,Home Runs,45,Minnesota,Top 25
914,American League,1963,6,Carl Yastrzemski,On Base Percentage,.419,Boston,Top 25
915,American League,1963,7,Dick Stuart,RBI,118,Boston,Top 25
916,American League,1963,8,Bob Allison,Runs,99,Minnesota,Top 25
917,American League,1963,9,Harmon Killebrew,Slugging Average,.555,Minnesota,Top 25
918,American League,1963,10,Luis Aparicio,Stolen Bases,40,Baltimore,Top 25
919,American League,1963,11,Dick Stuart,Total Bases,319,Boston,Top 25
920,American League,1963,12,Zoilo Versalles,Triples,13,Minnesota,Top 25
921,American League,1964,1,Norm Siebern,Base on Balls,106,Baltimore,Top 25
922,American League,1964,2,Tony Oliva,Batting Average,.323,Minnesota,Top 25
923,American League,1964,3,Tony Oliva,Doubles,43,Minnesota,Top 25
924,American League,1964,4,Tony Oliva,Hits,217,Minnesota,Top 25
925,American League,1964,5,Harmon Killebrew,Home Runs,49,Minnesota,Top 25
926,American League,1964,6,Mickey Mantle,On Base Percentage,.426,New York,Top 25
927,American League,1964,7,Brooks Robinson,RBI,118,Baltimore,Top 25
928,American League,1964,8,Tony Oliva,Runs,109,Minnesota,Top 25
929,American League,1964,9,Boog Powell,Slugging Average,.606,Baltimore,Top 25
930,American League,1964,10,Luis Aparicio,Stolen Bases,57,Baltimore,Top 25
931,American League,1964,11,Tony Oliva,Total Bases,374,Minnesota,Top 25
932,American League,1964,12,Rich Rollins,Triples,10,Minnesota,Top 25
933,American League,1964,13,Zoilo Versalles,Triples,10,Minnesota,Top 25
934,American League,1965,1,Rocky Colavito,Base on Balls,93,Cleveland,Top 25
935,American League,1965,2,Tony Oliva,Batting Average,.321,Minnesota,Top 25
936,American League,1965,3,Zoilo Versalles,Doubles,45,Minnesota,Top 25
937,American League,1965,4,Carl Yastrzemski,Doubles,45,Boston,Top 25
938,American League,1965,5,Tony Oliva,Hits,185,Minnesota,Top 25
939,American League,1965,6,Tony Conigliaro,Home Runs,32,Boston,Top 25
940,American League,1965,7,Carl Yastrzemski,On Base Percentage,.398,Boston,Top 25
941,American League,1965,8,Rocky Colavito,RBI,108,Cleveland,Top 25
942,American League,1965,9,Zoilo Versalles,Runs,126,Minnesota,Top 25
943,American League,1965,10,Carl Yastrzemski,Slugging Average,.536,Boston,Top 25
944,American League,1965,11,Bert Campaneris,Stolen Bases,51,Kansas City,Top 25
945,American League,1965,12,Zoilo Versalles,Total Bases,308,Minnesota,Top 25
946,American League,1965,13,Bert Campaneris,Triples,12,Kansas City,Top 25
947,American League,1965,14,Zoilo Versalles,Triples,12,Minnesota,Top 25
948,American League,1966,1,Harmon Killebrew,Base on Balls,103,Minnesota,Top 25
949,American League,1966,2,Frank Robinson,Batting Average,.316,Baltimore,Top 25
950,American League,1966,3,Carl Yastrzemski,Doubles,39,Boston,Top 25
951,American League,1966,4,Tony Oliva,Hits,191,Minnesota,Top 25
952,American League,1966,5,Frank Robinson,Home Runs,49,Baltimore,Top 25
953,American League,1966,6,Frank Robinson,On Base Percentage,.415,Baltimore,Top 25
954,American League,1966,7,Frank Robinson,RBI,122,Baltimore,Top 25
955,American League,1966,8,Frank Robinson,Runs,122,Baltimore,Top 25
956,American League,1966,9,Frank Robinson,Slugging Average,.637,Baltimore,Top 25
957,American League,1966,10,Bert Campaneris,Stolen Bases,52,Kansas City,Top 25
958,American League,1966,11,Frank Robinson,Total Bases,367,Baltimore,Top 25
959,American League,1966,12,Bobby Knoop,Triples,11,California,Top 25
960,American League,1967,1,Harmon Killebrew,Base on Balls,131,Minnesota,Top 25
961,American League,1967,2,Carl Yastrzemski,Batting Average,.326,Boston,Top 25
962,American League,1967,3,Tony Oliva,Doubles,34,Minnesota,Top 25
963,American League,1967,4,Carl Yastrzemski,Hits,189,Boston,Top 25
964,American League,1967,5,Harmon Killebrew,Home Runs,44,Minnesota,Top 25
965,American League,1967,6,Carl Yastrzemski,Home Runs,44,Boston,Top 25
966,American League,1967,7,Carl Yastrzemski,On Base Percentage,.421,Boston,Top 25
967,American League,1967,8,Carl Yastrzemski,RBI,121,Boston,Top 25
968,American League,1967,9,Carl Yastrzemski,Runs,112,Boston,Top 25
969,American League,1967,10,Carl Yastrzemski,Slugging Average,.622,Boston,Top 25
970,American League,1967,11,Bert Campaneris,Stolen Bases,55,Kansas City,Top 25
971,American League,1967,12,Carl Yastrzemski,Total Bases,360,Boston,Top 25
972,American League,1967,13,Paul Blair,Triples,12,Baltimore,Top 25
973,American League,1968,1,Carl Yastrzemski,Base on Balls,119,Boston,Top 25
974,American League,1968,2,Carl Yastrzemski,Batting Average,.301,Boston,Top 25
975,American League,1968,3,Reggie Smith,Doubles,37,Boston,Top 25
976,American League,1968,4,Bert Campaneris,Hits,177,Oakland,Top 25
977,American League,1968,5,Frank Howard,Home Runs,44,Washington,Top 25
978,American League,1968,6,Carl Yastrzemski,On Base Percentage,.429,Boston,Top 25
979,American League,1968,7,Ken Harrelson,RBI,109,Boston,Top 25
980,American League,1968,8,Dick McAuliffe,Runs,95,Detroit,Top 25
981,American League,1968,9,Frank Howard,Slugging Average,.552,Washington,Top 25
982,American League,1968,10,Bert Campaneris,Stolen Bases,62,Oakland,Top 25
983,American League,1968,11,Frank Howard,Total Bases,330,Washington,Top 25
984,American League,1968,12,Jim Fregosi,Triples,13,California,Top 25
985,American League,1969,1,Harmon Killebrew,Base on Balls,145,Minnesota,Top 25
986,American League,1969,2,Rod Carew,Batting Average,.332,Minnesota,Top 25
987,American League,1969,3,Tony Oliva,Doubles,39,Minnesota,Top 25
988,American League,1969,4,Tony Oliva,Hits,197,Minnesota,Top 25
989,American League,1969,5,Harmon Killebrew,Home Runs,49,Minnesota,Top 25
990,American League,1969,6,Harmon Killebrew,On Base Percentage,.430,Minnesota,Top 25
991,American League,1969,7,Harmon Killebrew,RBI,140,Minnesota,Top 25
992,American League,1969,8,Reggie Jackson,Runs,123,Oakland,Top 25
993,American League,1969,9,Reggie Jackson,Slugging Average,.608,Oakland,Top 25
994,American League,1969,10,Tommy Harper,Stolen Bases,73,Seattle,Top 25
995,American League,1969,11,Frank Howard,Total Bases,340,Washington,Top 25
996,American League,1969,12,Del Unser,Triples,8,Washington,Top 25
997,American League,1970,1,Frank Howard,Base on Balls,132,Washington,Top 25
998,American League,1970,2,Alex Johnson,Batting Average,.329,California,Top 25
999,American League,1970,3,Tony Oliva,Doubles,36,Minnesota,Top 25
1000,American League,1970,4,Amos Otis,Doubles,36,Kansas City,Top 25
1001,American League,1970,5,Cesar Tovar,Doubles,36,Minnesota,Top 25
1002,American League,1970,6,Tony Oliva,Hits,204,Minnesota,Top 25
1003,American League,1970,7,Frank Howard,Home Runs,44,Washington,Top 25
1004,American League,1970,8,Carl Yastrzemski,On Base Percentage,.453,Boston,Top 25
1005,American League,1970,9,Frank Howard,RBI,126,Washington,Top 25
1006,American League,1970,10,Carl Yastrzemski,Runs,125,Boston,Top 25
1007,American League,1970,11,Carl Yastrzemski,Slugging Average,.592,Boston,Top 25
1008,American League,1970,12,Bert Campaneris,Stolen Bases,42,Oakland,Top 25
1009,American League,1970,13,Carl Yastrzemski,Total Bases,335,Boston,Top 25
1010,American League,1970,14,Cesar Tovar,Triples,13,Minnesota,Top 25
1011,American League,1971,1,Harmon Killebrew,Base on Balls,114,Minnesota,Top 25
1012,American League,1971,2,Tony Oliva,Batting Average,.337,Minnesota,Top 25
1013,American League,1971,3,Reggie Smith,Doubles,33,Boston,Top 25
1014,American League,1971,4,Cesar Tovar,Hits,204,Minnesota,Top 25
1015,American League,1971,5,Bill Melton,Home Runs,33,Chicago,Top 25
1016,American League,1971,6,Bobby Murcer,On Base Percentage,.429,New York,Top 25
1017,American League,1971,7,Harmon Killebrew,RBI,119,Minnesota,Top 25
1018,American League,1971,8,Don Buford,Runs,99,Baltimore,Top 25
1019,American League,1971,9,Tony Oliva,Slugging Average,.546,Minnesota,Top 25
1020,American League,1971,10,Amos Otis,Stolen Bases,52,Kansas City,Top 25
1021,American League,1971,11,Reggie Smith,Total Bases,302,Boston,Top 25
1022,American League,1971,12,Freddie Patek,Triples,11,Kansas City,Top 25
1023,American League,1972,1,Dick Allen,Base on Balls,99,Chicago,Top 25
1024,American League,1972,2,Roy White,Base on Balls,99,New York,Top 25
1025,American League,1972,3,Rod Carew,Batting Average,.318,Minnesota,Top 25
1026,American League,1972,4,Lou Piniella,Doubles,33,Kansas City,Top 25
1027,American League,1972,5,Joe Rudi,Hits,181,Oakland,Top 25
1028,American League,1972,6,Dick Allen,Home Runs,37,Chicago,Top 25
1029,American League,1972,7,Dick Allen,On Base Percentage,.422,Chicago,Top 25
1030,American League,1972,8,Dick Allen,RBI,113,Chicago,Top 25
1031,American League,1972,9,Bobby Murcer,Runs,102,New York,Top 25
1032,American League,1972,10,Dick Allen,Slugging Average,.603,Chicago,Top 25
1033,American League,1972,11,Bert Campaneris,Stolen Bases,52,Oakland,Top 25
1034,American League,1972,12,Bobby Murcer,Total Bases,314,New York,Top 25
1035,American League,1972,13,Joe Rudi,Triples,9,Oakland,Top 25
1036,American League,1973,1,John Mayberry,Base on Balls,122,Kansas City,Top 25
1037,American League,1973,2,Rod Carew,Batting Average,.350,Minnesota,Top 25
1038,American League,1973,3,Sal Bando,Doubles,32,Oakland,Top 25
1039,American League,1973,4,Pedro Garcia,Doubles,32,Milwaukee,Top 25
1040,American League,1973,5,Rod Carew,Hits,203,Minnesota,Top 25
1041,American League,1973,6,Reggie Jackson,Home Runs,32,Oakland,Top 25
1042,American League,1973,7,John Mayberry,On Base Percentage,.420,Kansas City,Top 25
1043,American League,1973,8,Reggie Jackson,RBI,117,Oakland,Top 25
1044,American League,1973,9,Reggie Jackson,Runs,99,Oakland,Top 25
1045,American League,1973,10,Reggie Jackson,Slugging Average,.531,Oakland,Top 25
1046,American League,1973,11,Tommy Harper,Stolen Bases,54,Boston,Top 25
1047,American League,1973,12,Sal Bando,Total Bases,295,Oakland,Top 25
1048,American League,1973,13,Dave May,Total Bases,295,Milwaukee,Top 25
1049,American League,1973,14,George Scott,Total Bases,295,Milwaukee,Top 25
1050,American League,1973,15,Al Bumbry,Triples,11,Baltimore,Top 25
1051,American League,1973,16,Rod Carew,Triples,11,Minnesota,Top 25
1052,American League,1974,1,Gene Tenace,Base on Balls,110,Oakland,Top 25
1053,American League,1974,2,Rod Carew,Batting Average,.364,Minnesota,Top 25
1054,American League,1974,3,Joe Rudi,Doubles,39,Oakland,Top 25
1055,American League,1974,4,Rod Carew,Hits,218,Minnesota,Top 25
1056,American League,1974,5,Dick Allen,Home Runs,32,Chicago,Top 25
1057,American League,1974,6,Rod Carew,On Base Percentage,.435,Minnesota,Top 25
1058,American League,1974,7,Jeff Burroughs,RBI,118,Texas,Top 25
1059,American League,1974,8,Carl Yastrzemski,Runs,93,Boston,Top 25
1060,American League,1974,9,Dick Allen,Slugging Average,.563,Chicago,Top 25
1061,American League,1974,10,Billy North,Stolen Bases,54,Oakland,Top 25
1062,American League,1974,11,Joe Rudi,Total Bases,287,Oakland,Top 25
1063,American League,1974,12,Mickey Rivers,Triples,11,California,Top 25
1064,American League,1975,1,John Mayberry,Base on Balls,119,Kansas City,Top 25
1065,American League,1975,2,Rod Carew,Batting Average,.359,Minnesota,Top 25
1066,American League,1975,3,Fred Lynn,Doubles,47,Boston,Top 25
1067,American League,1975,4,George Brett,Hits,195,Kansas City,Top 25
1068,American League,1975,5,Reggie Jackson,Home Runs,36,Oakland,Top 25
1069,American League,1975,6,George Scott,Home Runs,36,Milwaukee,Top 25
1070,American League,1975,7,Rod Carew,On Base Percentage,.428,Minnesota,Top 25
1071,American League,1975,8,George Scott,RBI,109,Milwaukee,Top 25
1072,American League,1975,9,Fred Lynn,Runs,103,Boston,Top 25
1073,American League,1975,10,Fred Lynn,Slugging Average,.566,Boston,Top 25
1074,American League,1975,11,Mickey Rivers,Stolen Bases,70,California,Top 25
1075,American League,1975,12,George Scott,Total Bases,318,Milwaukee,Top 25
1076,American League,1975,13,George Brett,Triples,13,Kansas City,Top 25
1077,American League,1975,14,Mickey Rivers,Triples,13,California,Top 25
1078,American League,1976,1,Mike Hargrove,Base on Balls,97,Texas,Top 25
1079,American League,1976,2,George Brett,Batting Average,.333,Kansas City,Top 25
1080,American League,1976,3,Amos Otis,Doubles,40,Kansas City,Top 25
1081,American League,1976,4,George Brett,Hits,215,Kansas City,Top 25
1082,American League,1976,5,Graig Nettles,Home Runs,32,New York,Top 25
1083,American League,1976,6,Hal McRae,On Base Percentage,.412,Kansas City,Top 25
1084,American League,1976,7,Lee May,RBI,109,Baltimore,Top 25
1085,American League,1976,8,Roy White,Runs,104,New York,Top 25
1086,American League,1976,9,Reggie Jackson,Slugging Average,.502,Baltimore,Top 25
1087,American League,1976,10,Billy North,Stolen Bases,75,Oakland,Top 25
1088,American League,1976,11,George Brett,Total Bases,298,Kansas City,Top 25
1089,American League,1976,12,George Brett,Triples,14,Kansas City,Top 25
1090,American League,1977,1,Toby Harrah,Base on Balls,109,Texas,Top 25
1091,American League,1977,2,Rod Carew,Batting Average,.388,Minnesota,Top 25
1092,American League,1977,3,Hal McRae,Doubles,54,Kansas City,Top 25
1093,American League,1977,4,Rod Carew,Hits,239,Minnesota,Top 25
1094,American League,1977,5,Jim Rice,Home Runs,39,Boston,Top 25
1095,American League,1977,6,Rod Carew,On Base Percentage,.452,Minnesota,Top 25
1096,American League,1977,7,Larry Hisle,RBI,119,Minnesota,Top 25
1097,American League,1977,8,Rod Carew,Runs,128,Minnesota,Top 25
1098,American League,1977,9,Jim Rice,Slugging Average,.593,Boston,Top 25
1099,American League,1977,10,Freddie Patek,Stolen Bases,53,Kansas City,Top 25
1100,American League,1977,11,Jim Rice,Total Bases,382,Boston,Top 25
1101,American League,1977,12,Rod Carew,Triples,16,Minnesota,Top 25
1102,American League,1978,1,Mike Hargrove,Base on Balls,107,Texas,Top 25
1103,American League,1978,2,Rod Carew,Batting Average,.333,Minnesota,Top 25
1104,American League,1978,3,George Brett,Doubles,45,Kansas City,Top 25
1105,American League,1978,4,Jim Rice,Hits,213,Boston,Top 25
1106,American League,1978,5,Jim Rice,Home Runs,46,Boston,Top 25
1107,American League,1978,6,Rod Carew,On Base Percentage,.415,Minnesota,Top 25
1108,American League,1978,7,Jim Rice,RBI,139,Boston,Top 25
1109,American League,1978,8,Ron LeFlore,Runs,126,Detroit,Top 25
1110,American League,1978,9,Jim Rice,Slugging Average,.600,Boston,Top 25
1111,American League,1978,10,Ron LeFlore,Stolen Bases,68,Detroit,Top 25
1112,American League,1978,11,Jim Rice,Total Bases,406,Boston,Top 25
1113,American League,1978,12,Jim Rice,Triples,15,Boston,Top 25
1114,American League,1979,1,Darrell Porter,Base on Balls,121,Kansas City,Top 25
1115,American League,1979,2,Fred Lynn,Batting Average,.333,Boston,Top 25
1116,American League,1979,3,Cecil Cooper,Doubles,44,Milwaukee,Top 25
1117,American League,1979,4,Chet Lemon,Doubles,44,Chicago,Top 25
1118,American League,1979,5,George Brett,Hits,212,Kansas City,Top 25
1119,American League,1979,6,Gorman Thomas,Home Runs,45,Milwaukee,Top 25
1120,American League,1979,7,Darrell Porter,On Base Percentage,.429,Kansas City,Top 25
