id,league,year,year_id,Name,Statistic,Statistic Value,Team,Top 25
697,American League,1966,10,Sonny Siebert,Winning Percentage,.667,Cleveland,Top 25
698,American League,1966,11,Jim Kaat,Wins,25,Minnesota,Top 25
699,American League,1967,1,Dean Chance,Complete Games,18,Minnesota,Top 25
700,American League,1967,2,Joe Horlen,ERA,2.06,Chicago,Top 25
701,American League,1967,3,Bob Locker,Games,77,Chicago,Top 25
702,American League,1967,4,Minnie Rojas,Saves,27,California,Top 25
703,American League,1967,5,Steve Hargan,Shutouts,6,Cleveland,Top 25
704,American League,1967,6,Joe Horlen,Shutouts,6,Chicago,Top 25
705,American League,1967,7,Tommy John,Shutouts,6,Chicago,Top 25
706,American League,1967,8,Mickey Lolich,Shutouts,6,Detroit,Top 25
707,American League,1967,9,Jim McGlothin,Shutouts,6,California,Top 25
708,American League,1967,10,Jim Lonborg,Strikeouts,246,Boston,Top 25
709,American League,1967,11,Joe Horlen,Winning Percentage,.731,Chicago,Top 25
710,American League,1967,12,Jim Lonborg,Wins,22,Boston,Top 25
711,American League,1967,13,Earl Wilson,Wins,22,Detroit,Top 25
712,American League,1968,1,Denny McLain,Complete Games,28,Detroit,Top 25
713,American League,1968,2,Luis Tiant,ERA,1.60,Cleveland,Top 25
714,American League,1968,3,Wilbur Wood,Games,88,Chicago,Top 25
715,American League,1968,4,Al Worthington,Saves,18,Minnesota,Top 25
716,American League,1968,5,Luis Tiant,Shutouts,9,Cleveland,Top 25
717,American League,1968,6,Sam McDowell,Strikeouts,283,Cleveland,Top 25
718,American League,1968,7,Denny McLain,Winning Percentage,.838,Detroit,Top 25
719,American League,1968,8,Denny McLain,Wins,31,Detroit,Top 25
720,American League,1969,1,Mel Stottlemyre,Complete Games,24,New York,Top 25
721,American League,1969,2,Dick Bosman,ERA,2.19,Washington,Top 25
722,American League,1969,3,Wilbur Wood,Games,76,Chicago,Top 25
723,American League,1969,4,Ron Perranoski,Saves,31,Minnesota,Top 25
724,American League,1969,5,Denny McLain,Shutouts,9,Detroit,Top 25
725,American League,1969,6,Sam McDowell,Strikeouts,279,Cleveland,Top 25
726,American League,1969,7,Jim Palmer,Winning Percentage,.800,Baltimore,Top 25
727,American League,1969,8,Denny McLain,Wins,24,Detroit,Top 25
728,American League,1970,1,Mike Cuellar,Complete Games,21,Baltimore,Top 25
729,American League,1970,2,Diego Segui,ERA,2.56,Oakland,Top 25
730,American League,1970,3,Wilbur Wood,Games,77,Chicago,Top 25
731,American League,1970,4,Ron Perranoski,Saves,34,Minnesota,Top 25
732,American League,1970,5,Chuck Dobson,Shutouts,5,Oakland,Top 25
733,American League,1970,6,Jim Palmer,Shutouts,5,Baltimore,Top 25
734,American League,1970,7,Sam McDowell,Strikeouts,304,Cleveland,Top 25
735,American League,1970,8,Mike Cuellar,Winning Percentage,.750,Baltimore,Top 25
736,American League,1970,9,Mike Cuellar,Wins,24,Baltimore,Top 25
737,American League,1970,10,Dave McNally,Wins,24,Baltimore,Top 25
738,American League,1970,11,Jim Perry,Wins,24,Minnesota,Top 25
739,American League,1971,1,Mickey Lolich,Complete Games,29,Detroit,Top 25
740,American League,1971,2,Vida Blue,ERA,1.82,Oakland,Top 25
741,American League,1971,3,Ken Sanders,Games,83,Milwaukee,Top 25
742,American League,1971,4,Ken Sanders,Saves,31,Milwaukee,Top 25
743,American League,1971,5,Vida Blue,Shutouts,8,Oakland,Top 25
744,American League,1971,6,Mickey Lolich,Strikeouts,308,Detroit,Top 25
745,American League,1971,7,Dave McNally,Winning Percentage,.808,Baltimore,Top 25
746,American League,1971,8,Mickey Lolich,Wins,25,Detroit,Top 25
747,American League,1972,1,Gaylord Perry,Complete Games,29,Cleveland,Top 25
748,American League,1972,2,Luis Tiant,ERA,1.91,Boston,Top 25
749,American League,1972,3,Paul Lindblad,Games,66,Texas,Top 25
750,American League,1972,4,Sparky Lyle,Saves,35,New York,Top 25
751,American League,1972,5,Nolan Ryan,Shutouts,9,California,Top 25
752,American League,1972,6,Nolan Ryan,Strikeouts,329,California,Top 25
753,American League,1972,7,Catfish Hunter,Winning Percentage,.750,Oakland,Top 25
754,American League,1972,8,Gaylord Perry,Wins,24,Cleveland,Top 25
755,American League,1972,9,Wilbur Wood,Wins,24,Chicago,Top 25
756,American League,1973,1,Gaylord Perry,Complete Games,29,Cleveland,Top 25
757,American League,1973,2,Jim Palmer,ERA,2.40,Baltimore,Top 25
758,American League,1973,3,John Hiller,Games,65,Detroit,Top 25
759,American League,1973,4,John Hiller,Saves,38,Detroit,Top 25
760,American League,1973,5,Bert Blyleven,Shutouts,9,Minnesota,Top 25
761,American League,1973,6,Nolan Ryan,Strikeouts,383,California,Top 25
762,American League,1973,7,Catfish Hunter,Winning Percentage,.808,Oakland,Top 25
763,American League,1973,8,Wilbur Wood,Wins,24,Chicago,Top 25
764,American League,1974,1,Fergie Jenkins,Complete Games,29,Texas,Top 25
765,American League,1974,2,Catfish Hunter,ERA,2.49,Oakland,Top 25
766,American League,1974,3,Rollie Fingers,Games,76,Oakland,Top 25
767,American League,1974,4,Terry Forster,Saves,24,Chicago,Top 25
768,American League,1974,5,Luis Tiant,Shutouts,7,Boston,Top 25
769,American League,1974,6,Nolan Ryan,Strikeouts,367,California,Top 25
770,American League,1974,7,Mike Cuellar,Winning Percentage,.688,Baltimore,Top 25
771,American League,1974,8,Catfish Hunter,Wins,25,Oakland,Top 25
772,American League,1974,9,Fergie Jenkins,Wins,25,Texas,Top 25
773,American League,1975,1,Catfish Hunter,Complete Games,30,New York,Top 25
774,American League,1975,2,Jim Palmer,ERA,2.09,Baltimore,Top 25
775,American League,1975,3,Rollie Fingers,Games,75,Oakland,Top 25
776,American League,1975,4,Rich Gossage,Saves,26,Chicago,Top 25
777,American League,1975,5,Jim Palmer,Shutouts,10,Baltimore,Top 25
778,American League,1975,6,Frank Tanana,Strikeouts,269,California,Top 25
779,American League,1975,7,Mike Torrez,Winning Percentage,.690,Baltimore,Top 25
780,American League,1975,8,Catfish Hunter,Wins,23,New York,Top 25
781,American League,1975,9,Jim Palmer,Wins,23,Baltimore,Top 25
782,American League,1976,1,Mark Fidrych,Complete Games,24,Detroit,Top 25
783,American League,1976,2,Mark Fidrych,ERA,2.34,Detroit,Top 25
784,American League,1976,3,Bill Campbell,Games,78,Minnesota,Top 25
785,American League,1976,4,Sparky Lyle,Saves,23,New York,Top 25
786,American League,1976,5,Nolan Ryan,Shutouts,7,California,Top 25
787,American League,1976,6,Nolan Ryan,Strikeouts,327,California,Top 25
788,American League,1976,7,Bill Campbell,Winning Percentage,.773,Minnesota,Top 25
789,American League,1976,8,Jim Palmer,Wins,22,Baltimore,Top 25
790,American League,1977,1,Jim Palmer,Complete Games,22,Baltimore,Top 25
791,American League,1977,2,Nolan Ryan,Complete Games,22,California,Top 25
792,American League,1977,3,Frank Tanana,ERA,2.54,California,Top 25
793,American League,1977,4,Sparky Lyle,Games,72,New York,Top 25
794,American League,1977,5,Bill Campbell,Saves,31,Boston,Top 25
795,American League,1977,6,Frank Tanana,Shutouts,7,California,Top 25
796,American League,1977,7,Nolan Ryan,Strikeouts,341,California,Top 25
797,American League,1977,8,Paul Splittorff,Winning Percentage,.727,Kansas City,Top 25
798,American League,1977,9,Dave Goltz,Wins,20,Minnesota,Top 25
799,American League,1977,10,Dennis Leonard,Wins,20,Kansas City,Top 25
800,American League,1977,11,Jim Palmer,Wins,20,Baltimore,Top 25
801,American League,1978,1,Mike Caldwell,Complete Games,23,Milwaukee,Top 25
802,American League,1978,2,Ron Guidry,ERA,1.74,New York,Top 25
803,American League,1978,3,Bob Lacey,Games,74,Oakland,Top 25
804,American League,1978,4,Rich Gossage,Saves,27,New York,Top 25
805,American League,1978,5,Ron Guidry,Shutouts,9,New York,Top 25
806,American League,1978,6,Nolan Ryan,Strikeouts,260,California,Top 25
807,American League,1978,7,Ron Guidry,Winning Percentage,.893,New York,Top 25
808,American League,1978,8,Ron Guidry,Wins,25,New York,Top 25
809,American League,1979,1,Dennis Martinez,Complete Games,18,Baltimore,Top 25
810,American League,1979,2,Ron Guidry,ERA,2.78,New York,Top 25
811,American League,1979,3,Mike Marshall,Games,90,Minnesota,Top 25
812,American League,1979,4,Mike Marshall,Saves,32,Minnesota,Top 25
813,American League,1979,5,Dennis Leonard,Shutouts,5,Kansas City,Top 25
814,American League,1979,6,Nolan Ryan,Shutouts,5,California,Top 25
815,American League,1979,7,Nolan Ryan,Strikeouts,223,California,Top 25
816,American League,1979,8,Mike Caldwell,Winning Percentage,.727,Milwaukee,Top 25
817,American League,1979,9,Mike Flanagan,Wins,23,Baltimore,Top 25
818,American League,1980,1,Rick Langford,Complete Games,28,Oakland,Top 25
819,American League,1980,2,Rudy May,ERA,2.46,New York,Top 25
820,American League,1980,3,Dan Quisenberry,Games,75,Kansas City,Top 25
821,American League,1980,4,Rich Gossage,Saves,33,New York,Top 25
822,American League,1980,5,Dan Quisenberry,Saves,33,Kansas City,Top 25
823,American League,1980,6,Tommy John,Shutouts,6,New York,Top 25
824,American League,1980,7,Len Barker,Strikeouts,187,Cleveland,Top 25
825,American League,1980,8,Steve Stone,Winning Percentage,.781,Baltimore,Top 25
826,American League,1980,9,Steve Stone,Wins,25,Baltimore,Top 25
827,American League,1981,1,Rick Langford,Complete Games,18,Oakland,Top 25
828,American League,1981,2,Steve McCatty,ERA,2.33,Oakland,Top 25
829,American League,1981,3,Doug Corbett,Games,54,Minnesota,Top 25
830,American League,1981,4,Rollie Fingers,Saves,28,Milwaukee,Top 25
831,American League,1981,5,Richard Dotson,Shutouts,4,Chicago,Top 25
832,American League,1981,6,Ken Forsch,Shutouts,4,California,Top 25
833,American League,1981,7,Doc Medich,Shutouts,4,Texas,Top 25
834,American League,1981,8,Steve McCatty,Shutouts,4,Oakland,Top 25
835,American League,1981,9,Len Barker,Strikeouts,127,Cleveland,Top 25
836,American League,1981,10,Pete Vuckovich,Winning Percentage,.778,Milwaukee,Top 25
837,American League,1981,11,Dennis Martinez,Wins,14,Baltimore,Top 25
838,American League,1981,12,Steve McCatty,Wins,14,Oakland,Top 25
839,American League,1981,13,Jack Morris,Wins,14,Detroit,Top 25
840,American League,1981,14,Pete Vuckovich,Wins,14,Milwaukee,Top 25
841,American League,1982,1,Dave Stieb,Complete Games,19,Toronto,Top 25
842,American League,1982,2,Rick Sutcliffe,ERA,2.96,Cleveland,Top 25
843,American League,1982,3,Ed Vande Berg,Games,78,Seattle,Top 25
844,American League,1982,4,Dan Quisenberry,Saves,35,Kansas City,Top 25
845,American League,1982,5,Dave Stieb,Shutouts,5,Toronto,Top 25
846,American League,1982,6,Floyd Bannister,Strikeouts,209,Seattle,Top 25
847,American League,1982,7,Pete Vuckovich,Winning Percentage,.750,Milwaukee,Top 25
848,American League,1982,8,La Marr Hoyt,Wins,19,Chicago,Top 25
849,American League,1983,1,Ron Guidry,Complete Games,21,New York,Top 25
850,American League,1983,2,Rick Honeycutt,ERA,2.42,Texas,Top 25
851,American League,1983,3,Dan Quisenberry,Games,69,Kansas City,Top 25
852,American League,1983,4,Dan Quisenberry,Saves,45,Kansas City,Top 25
853,American League,1983,5,Mike Boddicker,Shutouts,5,Baltimore,Top 25
854,American League,1983,6,Jack Morris,Strikeouts,232,Detroit,Top 25
855,American League,1983,7,Richard Dotson,Winning Percentage,.759,Chicago,Top 25
856,American League,1983,8,La Marr Hoyt,Wins,24,Chicago,Top 25
857,American League,1984,1,Charlie Hough,Complete Games,17,Texas,Top 25
858,American League,1984,2,Mike Boddicker,ERA,2.79,Baltimore,Top 25
859,American League,1984,3,Willie Hernandez,Games,80,Detroit,Top 25
860,American League,1984,4,Dan Quisenberry,Saves,44,Kansas City,Top 25
861,American League,1984,5,Bob Ojeda,Shutouts,5,Boston,Top 25
862,American League,1984,6,Geoff Zahn,Shutouts,5,California,Top 25
863,American League,1984,7,Mark Langston,Strikeouts,204,Seattle,Top 25
864,American League,1984,8,Doyle Alexander,Winning Percentage,.739,Toronto,Top 25
865,American League,1984,9,Mike Boddicker,Wins,20,Baltimore,Top 25
866,American League,1985,1,Bert Blyleven,Complete Games,24,Cleveland,Top 25
867,American League,1985,2,Bert Blyleven,Complete Games,24,Minnesota,Top 25
868,American League,1985,3,Dave Stieb,ERA,2.48,Toronto,Top 25
869,American League,1985,4,Dan Quisenberry,Games,84,Kansas City,Top 25
870,American League,1985,5,Dan Quisenberry,Saves,37,Kansas City,Top 25
871,American League,1985,6,Bert Blyleven,Shutouts,5,Cleveland,Top 25
872,American League,1985,7,Bert Blyleven,Shutouts,5,Minnesota,Top 25
873,American League,1985,8,Bert Blyleven,Strikeouts,206,Cleveland,Top 25
874,American League,1985,9,Bert Blyleven,Strikeouts,206,Minnesota,Top 25
875,American League,1985,10,Ron Guidry,Winning Percentage,.786,New York,Top 25
876,American League,1985,11,Ron Guidry,Wins,22,New York,Top 25
877,American League,1986,1,Tom Candiotti,Complete Games,17,Cleveland,Top 25
878,American League,1986,2,Roger Clemens,ERA,2.48,Boston,Top 25
879,American League,1986,3,Mitch Williams,Games,80,Texas,Top 25
880,American League,1986,4,Dave Righetti,Saves,46,New York,Top 25
881,American League,1986,5,Jack Morris,Shutouts,6,Detroit,Top 25
882,American League,1986,6,Mark Langston,Strikeouts,245,Seattle,Top 25
883,American League,1986,7,Roger Clemens,Winning Percentage,.857,Boston,Top 25
884,American League,1987,1,Roger Clemens,Complete Games,18,Boston,Top 25
885,American League,1987,2,Jimmy Key,ERA,2.76,Toronto,Top 25
886,American League,1987,3,Mark Eichhorn,Games,89,Toronto,Top 25
887,American League,1987,4,Tom Henke,Saves,34,Toronto,Top 25
888,American League,1987,5,Roger Clemens,Shutouts,7,Boston,Top 25
889,American League,1987,6,Mark Langston,Strikeouts,262,Seattle,Top 25
890,American League,1987,7,Roger Clemens,Winning Percentage,.690,Boston,Top 25
891,American League,1987,8,Roger Clemens,Wins,20,Boston,Top 25
892,American League,1988,1,Roger Clemens,Complete Games,14,Boston,Top 25
893,American League,1988,2,Dave Stewart,Complete Games,14,Oakland,Top 25
894,American League,1988,3,Allan Anderson,ERA,2.45,Minnesota,Top 25
895,American League,1988,4,Chuck Crim,Games,70,Milwaukee,Top 25
896,American League,1988,5,Dennis Eckersley,Saves,45,Oakland,Top 25
897,American League,1988,6,Roger Clemens,Shutouts,8,Boston,Top 25
898,American League,1988,7,Roger Clemens,Strikeouts,291,Boston,Top 25
899,American League,1988,8,Frank Viola,Winning Percentage,.774,Minnesota,Top 25
900,American League,1989,1,Bret Saberhagen,Complete Games,12,Kansas City,Top 25
901,American League,1989,2,Bret Saberhagen,ERA,2.16,Kansas City,Top 25
902,American League,1989,3,Chuck Crim,Games,76,Milwaukee,Top 25
903,American League,1989,4,Jeff Russell,Saves,38,Texas,Top 25
904,American League,1989,5,Bert Blyleven,Shutouts,5,California,Top 25
905,American League,1989,6,Nolan Ryan,Strikeouts,301,Texas,Top 25
906,American League,1989,7,Bret Saberhagen,Winning Percentage,.793,Kansas City,Top 25
907,American League,1990,1,Jack Morris,Complete Games,11,Detroit,Top 25
908,American League,1990,2,Dave Stewart,Complete Games,11,Oakland,Top 25
909,American League,1990,3,Roger Clemens,ERA,1.93,Boston,Top 25
910,American League,1990,4,Bobby Thigpen,Games,77,Chicago,Top 25
911,American League,1990,5,Bobby Thigpen,Saves,57,Chicago,Top 25
912,American League,1990,6,Roger Clemens,Shutouts,4,Boston,Top 25
913,American League,1990,7,Dave Stewart,Shutouts,4,Oakland,Top 25
914,American League,1990,8,Nolan Ryan,Strikeouts,269,Texas,Top 25
915,American League,1990,9,Bob Welch,Winning Percentage,.818,Oakland,Top 25
916,American League,1991,1,Jack McDowell,Complete Games,15,Chicago,Top 25
917,American League,1991,2,Roger Clemens,ERA,2.62,Boston,Top 25
918,American League,1991,3,Duane Ward,Games,81,Toronto,Top 25
919,American League,1991,4,Bryan Harvey,Saves,46,California,Top 25
920,American League,1991,5,Roger Clemens,Shutouts,4,Boston,Top 25
921,American League,1991,6,Roger Clemens,Strikeouts,241,Boston,Top 25
922,American League,1991,7,Scott Erickson,Winning Percentage,.714,Minnesota,Top 25
923,American League,1991,8,Scott Erickson,Wins,20,Minnesota,Top 25
924,American League,1991,9,Bill Gullickson,Wins,20,Detroit,Top 25
925,American League,1992,1,Jack McDowell,Complete Games,13,Chicago,Top 25
926,American League,1992,2,Roger Clemens,ERA,2.41,Boston,Top 25
927,American League,1992,3,Kenny Rogers,Games,81,Texas,Top 25
928,American League,1992,4,Dennis Eckersley,Saves,51,Oakland,Top 25
929,American League,1992,5,Roger Clemens,Shutouts,5,Boston,Top 25
930,American League,1992,6,Randy Johnson,Strikeouts,241,Seattle,Top 25
931,American League,1992,7,Mike Mussina,Winning Percentage,.783,Baltimore,Top 25
932,American League,1992,8,Kevin Brown,Wins,21,Texas,Top 25
933,American League,1993,1,Chuck Finley,Complete Games,13,California,Top 25
934,American League,1993,2,Kevin Appier,ERA,2.56,Kansas City,Top 25
935,American League,1993,3,Greg Harris,Games,80,Boston,Top 25
936,American League,1993,4,Jeff Montgomery,Saves,45,Kansas City,Top 25
937,American League,1993,5,Duane Ward,Saves,45,Toronto,Top 25
938,American League,1993,6,Jack McDowell,Shutouts,4,Chicago,Top 25
939,American League,1993,7,Randy Johnson,Strikeouts,308,Seattle,Top 25
940,American League,1993,8,Jimmy Key,Winning Percentage,.750,New York,Top 25
941,American League,1994,1,Randy Johnson,Complete Games,9,Seattle,Top 25
942,American League,1994,2,Steve Ontiveros,ERA,2.65,Oakland,Top 25
943,American League,1994,3,Bob Wickman,Games,53,New York,Top 25
944,American League,1994,4,Lee Smith,Saves,33,Baltimore,Top 25
945,American League,1994,5,Randy Johnson,Shutouts,4,Seattle,Top 25
946,American League,1994,6,Randy Johnson,Strikeouts,204,Seattle,Top 25
947,American League,1994,7,Jason Bere,Winning Percentage,.857,Chicago,Top 25
948,American League,1995,1,Jack McDowell,Complete Games,8,New York,Top 25
949,American League,1995,2,Randy Johnson,ERA,2.48,Seattle,Top 25
950,American League,1995,3,Jesse Orosco,Games,65,Baltimore,Top 25
951,American League,1995,4,Jose Mesa,Saves,46,Cleveland,Top 25
952,American League,1995,5,Mike Mussina,Shutouts,4,Baltimore,Top 25
953,American League,1995,6,Randy Johnson,Strikeouts,294,Seattle,Top 25
954,American League,1995,7,Randy Johnson,Winning Percentage,.900,Seattle,Top 25
955,American League,1996,1,Pat Hentgen,Complete Games,10,Toronto,Top 25
956,American League,1996,2,Juan Guzman,ERA,2.93,Toronto,Top 25
957,American League,1996,3,Eddie Guardado,Games,83,Minnesota,Top 25
958,American League,1996,4,Mike Myers,Games,83,Detroit,Top 25
959,American League,1996,5,John Wetteland,Saves,43,New York,Top 25
960,American League,1996,6,Pat Hentgen,Shutouts,3,Toronto,Top 25
961,American League,1996,7,Ken Hill,Shutouts,3,Texas,Top 25
962,American League,1996,8,Rich Robertson,Shutouts,3,Minnesota,Top 25
963,American League,1996,9,Roger Clemens,Strikeouts,257,Boston,Top 25
964,American League,1996,10,Charles Nagy,Winning Percentage,.773,Cleveland,Top 25
965,American League,1997,1,Roger Clemens,Complete Games,9,Toronto,Top 25
966,American League,1997,2,Pat Hentgen,Complete Games,9,Toronto,Top 25
967,American League,1997,3,Roger Clemens,ERA,2.05,Toronto,Top 25
968,American League,1997,4,Mike Myers,Games,88,Detroit,Top 25
969,American League,1997,5,Randy Myers,Saves,45,Baltimore,Top 25
970,American League,1997,6,Roger Clemens,Shutouts,3,Toronto,Top 25
971,American League,1997,7,Pat Hentgen,Shutouts,3,Toronto,Top 25
972,American League,1997,8,Roger Clemens,Strikeouts,292,Toronto,Top 25
973,American League,1997,9,Randy Johnson,Winning Percentage,.833,Seattle,Top 25
974,American League,1998,1,Scott Erickson,Complete Games,11,Baltimore,Top 25
975,American League,1998,2,Roger Clemens,ERA,2.65,Toronto,Top 25
976,American League,1998,3,Sean Runyan,Games,88,Detroit,Top 25
977,American League,1998,4,Tom Gordon,Saves,46,Boston,Top 25
978,American League,1998,5,David Wells,Shutouts,5,New York,Top 25
979,American League,1998,6,Roger Clemens,Strikeouts,271,Toronto,Top 25
980,American League,1998,7,David Wells,Winning Percentage,.818,New York,Top 25
981,American League,1998,8,Roger Clemens,Wins,20,Toronto,Top 25
982,American League,1998,9,David Cone,Wins,20,New York,Top 25
983,American League,1999,1,David Wells,Complete Games,7,Toronto,Top 25
984,American League,1999,2,Pedro Martinez,ERA,2.07,Boston,Top 25
985,American League,1999,3,Buddy Groom,Games,76,Oakland,Top 25
986,American League,1999,4,Bob Wells,Games,76,Minnesota,Top 25
987,American League,1999,5,Mariano Rivera,Saves,45,New York,Top 25
988,American League,1999,6,Scott Erickson,Shutouts,3,Baltimore,Top 25
989,American League,1999,7,Pedro Martinez,Strikeouts,313,Boston,Top 25
990,American League,1999,8,Pedro Martinez,Winning Percentage,.852,Boston,Top 25
991,American League,2000,1,David Wells,Complete Games,9,Toronto,Top 25
992,American League,2000,2,Pedro Martinez,ERA,1.74,Boston,Top 25
993,American League,2000,3,Kelly Wunsch,Games,83,Chicago,Top 25
994,American League,2000,4,Todd Jones,Saves,42,Detroit,Top 25
995,American League,2000,5,Derek Lowe,Saves,42,Boston,Top 25
996,American League,2000,6,Pedro Martinez,Shutouts,4,Boston,Top 25
997,American League,2000,7,Pedro Martinez,Strikeouts,284,Boston,Top 25
998,American League,2000,8,Tim Hudson,Winning Percentage,.769,Oakland,Top 25
999,American League,2000,9,Tim Hudson,Wins,20,Oakland,Top 25
1000,American League,2001,1,Steve Sparks,Complete Games,8,Detroit,Top 25
1001,American League,2001,2,Freddy Garcia,ERA,3.05,Seattle,Top 25
1002,American League,2001,3,Paul Quantrill,Games,80,Toronto,Top 25
1003,American League,2001,4,Mariano Rivera,Saves,50,New York,Top 25
1004,American League,2001,5,Mark Mulder,Shutouts,4,Oakland,Top 25
1005,American League,2001,6,Hideo Nomo,Strikeouts,220,Boston,Top 25
1006,American League,2001,7,Roger Clemens,Winning Percentage,.870,New York,Top 25
1007,American League,2002,1,Paul Byrd,Complete Games,7,Kansas City,Top 25
1008,American League,2002,2,Pedro Martinez,ERA,2.26,Boston,Top 25
1009,American League,2002,3,Billy Koch,Games,84,Oakland,Top 25
1010,American League,2002,4,Eddie Guardado,Saves,45,Minnesota,Top 25
1011,American League,2002,5,Jeff Weaver,Shutouts,3,New York,Top 25
1012,American League,2002,6,Pedro Martinez,Strikeouts,239,Boston,Top 25
1013,American League,2002,7,Pedro Martinez,Winning Percentage,.833,Boston,Top 25
1014,American League,2003,1,Bartolo Colon,Complete Games,9,Chicago,Top 25
1015,American League,2003,2,Roy Halladay,Complete Games,9,Toronto,Top 25
1016,American League,2003,3,Mark Mulder,Complete Games,9,Oakland,Top 25
1017,American League,2003,4,Pedro Martinez,ERA,2.22,Boston,Top 25
1018,American League,2003,5,Trever Miller,Games,79,Toronto,Top 25
1019,American League,2003,6,Keith Foulke,Saves,43,Oakland,Top 25
1020,American League,2003,7,Roy Halladay,Shutouts,2,Toronto,Top 25
1021,American League,2003,8,Tim Hudson,Shutouts,2,Oakland,Top 25
1022,American League,2003,9,John Lackey,Shutouts,2,Anaheim,Top 25
1023,American League,2003,10,Mark Mulder,Shutouts,2,Oakland,Top 25
1024,American League,2003,11,Joel Pineiro,Shutouts,2,Seattle,Top 25
1025,American League,2003,12,Esteban Loaiza,Strikeouts,207,Chicago,Top 25
1026,American League,2003,13,Roy Halladay,Winning Percentage,.759,Toronto,Top 25
1027,American League,2004,1,Mark Mulder,Complete Games,5,Oakland,Top 25
1028,American League,2004,2,Sidney Ponson,Complete Games,5,Baltimore,Top 25
1029,American League,2004,3,Jake Westbrook,Complete Games,5,Cleveland,Top 25
1030,American League,2004,4,Johan Santana,ERA,2.61,Minnesota,Top 25
1031,American League,2004,5,Paul Quantrill,Games,86,New York,Top 25
1032,American League,2004,6,Mariano Rivera,Saves,53,New York,Top 25
1033,American League,2004,7,Jeremy Bonderman,Shutouts,2,Detroit,Top 25
1034,American League,2004,8,Tim Hudson,Shutouts,2,Oakland,Top 25
1035,American League,2004,9,Sidney Ponson,Shutouts,2,Baltimore,Top 25
1036,American League,2004,10,Johan Santana,Strikeouts,265,Minnesota,Top 25
1037,American League,2004,11,Curt Schilling,Winning Percentage,.778,Boston,Top 25
1038,American League,2005,1,Roy Halladay,Complete Games,5,Toronto,Top 25
1039,American League,2005,2,Kevin Millwood,ERA,2.86,Cleveland,Top 25
1040,American League,2005,3,Mike Timlin,Games,81,Boston,Top 25
1041,American League,2005,4,Francisco Rodriguez,Saves,45,Los Angeles,Top 25
1042,American League,2005,5,Bob Wickman,Saves,45,Cleveland,Top 25
1043,American League,2005,6,Jon Garland,Shutouts,3,Chicago,Top 25
1044,American League,2005,7,Johan Santana,Strikeouts,238,Minnesota,Top 25
1045,American League,2005,8,Cliff Lee,Winning Percentage,.783,Cleveland,Top 25
1046,American League,2006,1,C.C. Sabathia,Complete Games,6,Cleveland,Top 25
1047,American League,2006,2,Johan Santana,ERA,2.77,Minnesota,Top 25
1048,American League,2006,3,Scott Proctor,Games,83,New York,Top 25
1049,American League,2006,4,Francisco Rodriguez,Saves,47,Los Angeles,Top 25
1050,American League,2006,5,John Lackey,Shutouts,2,Los Angeles,Top 25
1051,American League,2006,6,C.C. Sabathia,Shutouts,2,Cleveland,Top 25
1052,American League,2006,7,Jeremy Sowers,Shutouts,2,Cleveland,Top 25
1053,American League,2006,8,Jake Westbrook,Shutouts,2,Cleveland,Top 25
1054,American League,2006,9,Johan Santana,Strikeouts,245,Minnesota,Top 25
1055,American League,2006,10,Roy Halladay,Winning Percentage,.762,Toronto,Top 25
1056,American League,2006,11,Johan Santana,Wins,19,Minnesota,Top 25
1057,American League,2006,12,Chien-Ming Wang,Wins,19,New York,Top 25
1058,American League,2007,1,Roy Halladay,Complete Games,7,Toronto,Top 25
1059,American League,2007,2,John Lackey,ERA,3.01,Los Angeles,Top 25
1060,American League,2007,3,Jamie Walker,Games,81,Baltimore,Top 25
1061,American League,2007,4,Joe Borowski,Saves,45,Cleveland,Top 25
1062,American League,2007,5,Paul Byrd,Shutouts,2,Cleveland,Top 25
1063,American League,2007,6,Jose Contreras,Shutouts,2,Chicago,Top 25
1064,American League,2007,7,John Lackey,Shutouts,2,Cleveland,Top 25
1065,American League,2007,8,Jeff Weaver,Shutouts,2,Seattle,Top 25
1066,American League,2007,9,Scott Kazmir,Strikeouts,239,Tampa Bay,Top 25
1067,American League,2007,10,Justin Verlander,Winning Percentage,.762,Detroit,Top 25
1068,American League,2007,11,Josh Beckett,Wins,20,Boston,Top 25
1069,American League,2008,1,Roy Halladay,Complete Games,9,Toronto,Top 25
1070,American League,2008,2,Cliff Lee,ERA,2.54,Cleveland,Top 25
1071,American League,2008,3,Matt Guerrier,Games,76,Minnesota,Top 25
1072,American League,2008,4,Francisco Rodriguez,Games,76,Los Angeles,Top 25
1073,American League,2008,5,Francisco Rodriguez,Saves,62,Los Angeles,Top 25
1074,American League,2008,6,Matt Garza,Shutouts,2,Tampa Bay,Top 25
1075,American League,2008,7,Roy Halladay,Shutouts,2,Toronto,Top 25
1076,American League,2008,8,Cliff Lee,Shutouts,2,Cleveland,Top 25
1077,American League,2008,9,Jon Lester,Shutouts,2,Boston,Top 25
1078,American League,2008,10,Jesse Litsch,Shutouts,2,Toronto,Top 25
1079,American League,2008,11,C.C. Sabathia,Shutouts,2,Cleveland,Top 25
1080,American League,2008,12,James Shields,Shutouts,2,Tampa Bay,Top 25
1081,American League,2008,13,Kevin Slowey,Shutouts,2,Minnesota,Top 25
1082,American League,2008,14,A.J. Burnett,Strikeouts,231,Toronto,Top 25
1083,American League,2008,15,Cliff Lee,Winning Percentage,.880,Cleveland,Top 25
