id,league,year,year_id,Name,Statistic,Statistic Value,Team,Top 25
390,American League,1932,6,Lefty Grove,Shutouts,4,Philadelphia,Top 25
391,American League,1932,7,Red Ruffing,Strikeouts,190,New York,Top 25
392,American League,1932,8,Johnny Allen,Winning Percentage,.810,New York,Top 25
393,American League,1932,9,Alvin Crowder,Wins,26,Washington,Top 25
394,American League,1933,1,Lefty Grove,Complete Games,21,Philadelphia,Top 25
395,American League,1933,2,Monte Pearson,ERA,2.33,Cleveland,Top 25
396,American League,1933,3,Alvin Crowder,Games,52,Washington,Top 25
397,American League,1933,4,Jack Russell,Saves,13,Washington,Top 25
398,American League,1933,5,Oral Hildebrand,Shutouts,6,Cleveland,Top 25
399,American League,1933,6,Lefty Gomez,Strikeouts,163,New York,Top 25
400,American League,1933,7,Lefty Grove,Winning Percentage,.750,Philadelphia,Top 25
401,American League,1933,8,Lefty Grove,Wins,24,Philadelphia,Top 25
402,American League,1934,1,Lefty Gomez,Complete Games,25,New York,Top 25
403,American League,1934,2,Lefty Gomez,ERA,2.33,New York,Top 25
404,American League,1934,3,Jack Russell,Games,54,Washington,Top 25
405,American League,1934,4,Jack Russell,Saves,7,Washington,Top 25
406,American League,1934,5,Mel Harder,Shutouts,6,Cleveland,Top 25
407,American League,1934,6,Lefty Gomez,Shutouts,6,New York,Top 25
408,American League,1934,7,Lefty Gomez,Strikeouts,158,New York,Top 25
409,American League,1934,8,Lefty Gomez,Winning Percentage,.839,New York,Top 25
410,American League,1935,1,Wes Ferrell,Complete Games,31,Boston,Top 25
411,American League,1935,2,Lefty Grove,ERA,2.70,Boston,Top 25
412,American League,1935,3,Russ Van Atta,Games,58,New York,Top 25
413,American League,1935,4,Russ Van Atta,Games,58,St. Louis,Top 25
414,American League,1935,5,Jack Knott,Saves,7,St. Louis,Top 25
415,American League,1935,6,Schoolboy Rowe,Shutouts,6,Detroit,Top 25
416,American League,1935,7,Tommy Bridges,Strikeouts,163,Detroit,Top 25
417,American League,1935,8,Elden Auker,Winning Percentage,.720,Detroit,Top 25
418,American League,1935,9,Wes Ferrell,Wins,25,Boston,Top 25
419,American League,1936,1,Wes Ferrell,Complete Games,28,Boston,Top 25
420,American League,1936,2,Lefty Grove,ERA,2.81,Philadelphia,Top 25
421,American League,1936,3,Russ Van Atta,Games,52,St. Louis,Top 25
422,American League,1936,4,Pat Malone,Saves,9,New York,Top 25
423,American League,1936,5,Lefty Grove,Shutouts,6,Philadelphia,Top 25
424,American League,1936,6,Tommy Bridges,Strikeouts,175,Detroit,Top 25
425,American League,1936,7,Bump Hadley,Winning Percentage,.778,New York,Top 25
426,American League,1936,8,Tommy Bridges,Wins,23,Detroit,Top 25
427,American League,1937,1,Wes Ferrell,Complete Games,26,Boston,Top 25
428,American League,1937,2,Wes Ferrell,Complete Games,26,Washington,Top 25
429,American League,1937,3,Lefty Gomez,ERA,2.33,New York,Top 25
430,American League,1937,4,Clint Brown,Games,53,Chicago,Top 25
431,American League,1937,5,Clint Brown,Saves,18,Chicago,Top 25
432,American League,1937,6,Lefty Gomez,Shutouts,6,New York,Top 25
433,American League,1937,7,Lefty Gomez,Strikeouts,194,New York,Top 25
434,American League,1937,8,Johnny Allen,Winning Percentage,.938,Cleveland,Top 25
435,American League,1938,1,Bobo Newsom,Complete Games,31,St. Louis,Top 25
436,American League,1938,2,Lefty Grove,ERA,3.08,Boston,Top 25
437,American League,1938,3,Johnny Humphries,Games,45,Cleveland,Top 25
438,American League,1938,4,Johnny Murphy,Saves,11,New York,Top 25
439,American League,1938,5,Lefty Gomez,Shutouts,4,New York,Top 25
440,American League,1938,6,Bob Feller,Strikeouts,240,Cleveland,Top 25
441,American League,1938,7,Red Ruffing,Winning Percentage,.750,New York,Top 25
442,American League,1939,1,Bobo Newsom,Complete Games,24,St. Louis,Top 25
443,American League,1939,2,Bobo Newsom,Complete Games,24,Detroit,Top 25
444,American League,1939,3,Lefty Grove,ERA,2.54,Boston,Top 25
445,American League,1939,4,Clint Brown,Games,61,Chicago,Top 25
446,American League,1939,5,Johnny Murphy,Saves,19,New York,Top 25
447,American League,1939,6,Red Ruffing,Shutouts,5,New York,Top 25
448,American League,1939,7,Bob Feller,Strikeouts,246,Cleveland,Top 25
449,American League,1939,8,Lefty Grove,Winning Percentage,.789,Boston,Top 25
450,American League,1940,1,Bob Feller,Complete Games,31,Cleveland,Top 25
451,American League,1940,2,Bob Feller,ERA,2.61,Cleveland,Top 25
452,American League,1940,3,Bob Feller,Games,43,Cleveland,Top 25
453,American League,1940,4,Al Benton,Saves,17,Detroit,Top 25
454,American League,1940,5,Bob Feller,Shutouts,4,Cleveland,Top 25
455,American League,1940,6,Ted Lyons,Shutouts,4,Chicago,Top 25
456,American League,1940,7,Al Milnar,Shutouts,4,Cleveland,Top 25
457,American League,1940,8,Bob Feller,Strikeouts,261,Cleveland,Top 25
458,American League,1940,9,Schoolboy Rowe,Winning Percentage,.842,Detroit,Top 25
459,American League,1941,1,Thornton Lee,Complete Games,30,Chicago,Top 25
460,American League,1941,2,Thornton Lee,ERA,2.37,Chicago,Top 25
461,American League,1941,3,Bob Feller,Games,44,Cleveland,Top 25
462,American League,1941,4,Johnny Murphy,Saves,15,New York,Top 25
463,American League,1941,5,Bob Feller,Shutouts,6,Cleveland,Top 25
464,American League,1941,6,Bob Feller,Strikeouts,260,Cleveland,Top 25
465,American League,1941,7,Lefty Gomez,Winning Percentage,.750,New York,Top 25
466,American League,1941,8,Bob Feller,Wins,25,Cleveland,Top 25
467,American League,1942,1,Tiny Bonham,Complete Games,22,New York,Top 25
468,American League,1942,2,Tex Hughson,Complete Games,22,Boston,Top 25
469,American League,1942,3,Ted Lyons,ERA,2.10,Chicago,Top 25
470,American League,1942,4,Joe Haynes,Games,40,Chicago,Top 25
471,American League,1942,5,Johnny Murphy,Saves,11,New York,Top 25
472,American League,1942,6,Tiny Bonham,Shutouts,6,New York,Top 25
473,American League,1942,7,Tex Hughson,Strikeouts,113,Boston,Top 25
474,American League,1942,8,Bobo Newsom,Strikeouts,113,Washington,Top 25
475,American League,1942,9,Tiny Bonham,Winning Percentage,.808,New York,Top 25
476,American League,1942,10,Tex Hughson,Wins,22,Boston,Top 25
477,American League,1943,1,Spud Chandler,Complete Games,20,New York,Top 25
478,American League,1943,2,Tex Hughson,Complete Games,20,Boston,Top 25
479,American League,1943,3,Spud Chandler,ERA,1.64,New York,Top 25
480,American League,1943,4,Mace Brown,Games,49,Boston,Top 25
481,American League,1943,5,Gordon Maltzberger,Saves,14,Chicago,Top 25
482,American League,1943,6,Spud Chandler,Shutouts,5,New York,Top 25
483,American League,1943,7,Dizzy Trout,Shutouts,5,Detroit,Top 25
484,American League,1943,8,Allie Reynolds,Strikeouts,151,Cleveland,Top 25
485,American League,1943,9,Spud Chandler,Winning Percentage,.833,New York,Top 25
486,American League,1943,10,Spud Chandler,Wins,20,New York,Top 25
487,American League,1944,1,Dizzy Trout,Complete Games,33,Detroit,Top 25
488,American League,1944,2,Dizzy Trout,ERA,2.12,Detroit,Top 25
489,American League,1944,3,Joe Heving,Games,63,Cleveland,Top 25
490,American League,1944,4,Joe Berry,Saves,12,Philadelphia,Top 25
491,American League,1944,5,George Caster,Saves,12,St. Louis,Top 25
492,American League,1944,6,Gordon Maltzberger,Saves,12,Chicago,Top 25
493,American League,1944,7,Dizzy Trout,Shutouts,7,Detroit,Top 25
494,American League,1944,8,Hal Newhouser,Strikeouts,187,Detroit,Top 25
495,American League,1944,9,Tex Hughson,Winning Percentage,.783,Boston,Top 25
496,American League,1944,10,Hal Newhouser,Wins,29,Detroit,Top 25
497,American League,1945,1,Hal Newhouser,Complete Games,29,Detroit,Top 25
498,American League,1945,2,Hal Newhouser,ERA,1.81,Detroit,Top 25
499,American League,1945,3,Joe Berry,Games,52,Philadelphia,Top 25
500,American League,1945,4,Jim Turner,Saves,10,New York,Top 25
501,American League,1945,5,Hal Newhouser,Shutouts,8,Detroit,Top 25
502,American League,1945,6,Hal Newhouser,Strikeouts,212,Detroit,Top 25
503,American League,1945,7,Hal Newhouser,Winning Percentage,.735,Detroit,Top 25
504,American League,1945,8,Hal Newhouser,Wins,25,Detroit,Top 25
505,American League,1946,1,Bob Feller,Complete Games,36,Cleveland,Top 25
506,American League,1946,2,Hal Newhouser,ERA,1.94,Detroit,Top 25
507,American League,1946,3,Bob Feller,Games,48,Cleveland,Top 25
508,American League,1946,4,Bob Klinger,Saves,9,Boston,Top 25
509,American League,1946,5,Bob Feller,Shutouts,10,Cleveland,Top 25
510,American League,1946,6,Bob Feller,Strikeouts,348,Cleveland,Top 25
511,American League,1946,7,Dave Ferriss,Winning Percentage,.806,Boston,Top 25
512,American League,1946,8,Bob Feller,Wins,26,Cleveland,Top 25
513,American League,1947,1,Hal Newhouser,Complete Games,24,Detroit,Top 25
514,American League,1947,2,Joe Haynes,ERA,2.42,Chicago,Top 25
515,American League,1947,3,Ed Klieman,Games,58,Cleveland,Top 25
516,American League,1947,4,Ed Klieman,Saves,17,Cleveland,Top 25
517,American League,1947,5,Joe Page,Saves,17,New York,Top 25
518,American League,1947,6,Bob Feller,Shutouts,5,Cleveland,Top 25
519,American League,1947,7,Bob Feller,Strikeouts,196,Cleveland,Top 25
520,American League,1947,8,Allie Reynolds,Winning Percentage,.704,New York,Top 25
521,American League,1948,1,Bob Lemon,Complete Games,20,Cleveland,Top 25
522,American League,1948,2,Gene Bearden,ERA,2.43,Cleveland,Top 25
523,American League,1948,3,Joe Page,Games,55,New York,Top 25
524,American League,1948,4,Russ Christopher,Saves,17,Cleveland,Top 25
525,American League,1948,5,Bob Lemon,Shutouts,10,Cleveland,Top 25
526,American League,1948,6,Bob Feller,Strikeouts,164,Cleveland,Top 25
527,American League,1948,7,Jack Kramer,Winning Percentage,.783,Boston,Top 25
528,American League,1949,1,Mel Parnell,Complete Games,27,Boston,Top 25
529,American League,1949,2,Mike Garcia,ERA,2.36,Cleveland,Top 25
530,American League,1949,3,Joe Page,Games,60,New York,Top 25
531,American League,1949,4,Joe Page,Saves,27,New York,Top 25
532,American League,1949,5,Ellis Kinder,Shutouts,6,Boston,Top 25
533,American League,1949,6,Virgil Trucks,Shutouts,6,Detroit,Top 25
534,American League,1949,7,Virgil Trucks,Strikeouts,153,Detroit,Top 25
535,American League,1949,8,Ellis Kinder,Winning Percentage,.793,Boston,Top 25
536,American League,1950,1,Ned Garver,Complete Games,22,St. Louis,Top 25
537,American League,1950,2,Bob Lemon,Complete Games,22,Cleveland,Top 25
538,American League,1950,3,Early Wynn,ERA,3.20,Cleveland,Top 25
539,American League,1950,4,Mickey Harris,Games,53,Washington,Top 25
540,American League,1950,5,Mickey Harris,Saves,15,Washington,Top 25
541,American League,1950,6,Art Houtteman,Shutouts,4,Detroit,Top 25
542,American League,1950,7,Bob Lemon,Strikeouts,170,Cleveland,Top 25
543,American League,1950,8,Vic Raschi,Winning Percentage,.724,New York,Top 25
544,American League,1950,9,Bob Lemon,Wins,23,Cleveland,Top 25
545,American League,1951,1,Ned Garver,Complete Games,24,St. Louis,Top 25
546,American League,1951,2,Saul Rogovin,ERA,2.78,Detroit,Top 25
547,American League,1951,3,Saul Rogovin,ERA,2.78,Chicago,Top 25
548,American League,1951,4,Ellis Kinder,Games,63,Boston,Top 25
549,American League,1951,5,Ellis Kinder,Saves,14,Boston,Top 25
550,American League,1951,6,Allie Reynolds,Shutouts,7,New York,Top 25
551,American League,1951,7,Vic Raschi,Strikeouts,164,New York,Top 25
552,American League,1951,8,Bob Feller,Winning Percentage,.733,Cleveland,Top 25
553,American League,1951,9,Bob Feller,Wins,22,Cleveland,Top 25
554,American League,1952,1,Bob Lemon,Complete Games,28,Cleveland,Top 25
555,American League,1952,2,Allie Reynolds,ERA,2.06,New York,Top 25
556,American League,1952,3,Bill Kennedy,Games,47,Chicago,Top 25
557,American League,1952,4,Harry Dorish,Saves,11,Chicago,Top 25
558,American League,1952,5,Mike Garcia,Shutouts,6,Cleveland,Top 25
559,American League,1952,6,Allie Reynolds,Shutouts,6,New York,Top 25
560,American League,1952,7,Allie Reynolds,Strikeouts,160,New York,Top 25
561,American League,1952,8,Bobby Shantz,Winning Percentage,.774,Philadelphia,Top 25
562,American League,1952,9,Bobby Shantz,Wins,24,Philadelphia,Top 25
563,American League,1953,1,Bob Porterfield,Complete Games,24,Washington,Top 25
564,American League,1953,2,Ed Lopat,ERA,2.42,New York,Top 25
565,American League,1953,3,Ellis Kinder,Games,69,Boston,Top 25
566,American League,1953,4,Ellis Kinder,Saves,27,Boston,Top 25
567,American League,1953,5,Bob Porterfield,Shutouts,9,Washington,Top 25
568,American League,1953,6,Billy Pierce,Strikeouts,186,New York,Top 25
569,American League,1953,7,Ed Lopat,Winning Percentage,.800,New York,Top 25
570,American League,1953,8,Bob Porterfield,Wins,22,Washington,Top 25
571,American League,1954,1,Bob Lemon,Complete Games,21,Cleveland,Top 25
572,American League,1954,2,Bob Porterfield,Complete Games,21,Washington,Top 25
573,American League,1954,3,Mike Garcia,ERA,2.64,Cleveland,Top 25
574,American League,1954,4,Sonny Dixon,Games,54,Washington,Top 25
575,American League,1954,5,Sonny Dixon,Games,54,Philadelphia,Top 25
576,American League,1954,6,Johnny Sain,Saves,22,New York,Top 25
577,American League,1954,7,Mike Garcia,Shutouts,5,Cleveland,Top 25
578,American League,1954,8,Virgil Trucks,Shutouts,5,Chicago,Top 25
579,American League,1954,9,Bob Turley,Strikeouts,185,Baltimore,Top 25
580,American League,1954,10,Sandy Consuegra,Winning Percentage,.842,Chicago,Top 25
581,American League,1954,11,Bob Lemon,Wins,23,Cleveland,Top 25
582,American League,1954,12,Early Wynn,Wins,23,Cleveland,Top 25
583,American League,1955,1,Whitey Ford,Complete Games,18,New York,Top 25
584,American League,1955,2,Billy Pierce,ERA,1.97,Chicago,Top 25
585,American League,1955,3,Ray Narleski,Games,60,Cleveland,Top 25
586,American League,1955,4,Ray Narleski,Saves,19,Cleveland,Top 25
587,American League,1955,5,Billy Hoeft,Shutouts,7,Detroit,Top 25
588,American League,1955,6,Herb Score,Strikeouts,245,Cleveland,Top 25
589,American League,1955,7,Tommy Byrne,Winning Percentage,.762,New York,Top 25
590,American League,1955,8,Whitey Ford,Wins,18,New York,Top 25
591,American League,1955,9,Bob Lemon,Wins,18,Cleveland,Top 25
592,American League,1955,10,Frank Sullivan,Wins,18,Boston,Top 25
593,American League,1956,1,Bob Lemon,Complete Games,21,Cleveland,Top 25
594,American League,1956,2,Billy Pierce,Complete Games,21,Chicago,Top 25
595,American League,1956,3,Whitey Ford,ERA,2.47,New York,Top 25
596,American League,1956,4,George Zuverink,Games,62,Baltimore,Top 25
597,American League,1956,5,George Zuverink,Saves,16,Baltimore,Top 25
598,American League,1956,6,Herb Score,Shutouts,5,Cleveland,Top 25
599,American League,1956,7,Herb Score,Strikeouts,263,Cleveland,Top 25
600,American League,1956,8,Whitey Ford,Winning Percentage,.760,New York,Top 25
601,American League,1956,9,Frank Lary,Wins,21,Detroit,Top 25
602,American League,1957,1,Dick Donovan,Complete Games,16,Chicago,Top 25
603,American League,1957,2,Billy Pierce,Complete Games,16,Chicago,Top 25
604,American League,1957,3,Bobby Shantz,ERA,2.45,New York,Top 25
605,American League,1957,4,George Zuverink,Games,56,Baltimore,Top 25
606,American League,1957,5,Bob Grim,Saves,19,New York,Top 25
607,American League,1957,6,Jim Wilson,Shutouts,5,Chicago,Top 25
608,American League,1957,7,Early Wynn,Strikeouts,184,Cleveland,Top 25
609,American League,1957,8,Dick Donovan,Winning Percentage,.727,Chicago,Top 25
610,American League,1957,9,Tom Sturdivant,Winning Percentage,.727,New York,Top 25
611,American League,1957,10,Jim Bunning,Wins,20,Detroit,Top 25
612,American League,1957,11,Billy Pierce,Wins,20,Chicago,Top 25
613,American League,1958,1,Frank Lary,Complete Games,19,Detroit,Top 25
614,American League,1958,2,Billy Pierce,Complete Games,19,Chicago,Top 25
615,American League,1958,3,Bob Turley,Complete Games,19,New York,Top 25
616,American League,1958,4,Whitey Ford,ERA,2.01,New York,Top 25
617,American League,1958,5,Tex Clevenger,Games,55,Washington,Top 25
618,American League,1958,6,Ryne Duren,Saves,20,New York,Top 25
619,American League,1958,7,Whitey Ford,Shutouts,7,New York,Top 25
620,American League,1958,8,Early Wynn,Strikeouts,179,Chicago,Top 25
621,American League,1958,9,Bob Turley,Winning Percentage,.750,New York,Top 25
622,American League,1958,10,Bob Turley,Wins,21,New York,Top 25
623,American League,1959,1,Camilo Pascual,Complete Games,17,Washington,Top 25
624,American League,1959,2,Hoyt Wilhelm,ERA,2.19,Baltimore,Top 25
625,American League,1959,3,Gerry Staley,Games,67,Chicago,Top 25
626,American League,1959,4,Turk Lown,Saves,15,Chicago,Top 25
627,American League,1959,5,Camilo Pascual,Shutouts,6,Washington,Top 25
628,American League,1959,6,Jim Bunning,Strikeouts,201,Detroit,Top 25
629,American League,1959,7,Bob Shaw,Winning Percentage,.750,Chicago,Top 25
630,American League,1959,8,Early Wynn,Wins,22,Chicago,Top 25
631,American League,1960,1,Frank Lary,Complete Games,15,Detroit,Top 25
632,American League,1960,2,Frank Baumann,ERA,2.67,Chicago,Top 25
633,American League,1960,3,Mike Fornieles,Games,70,Boston,Top 25
634,American League,1960,4,Johnny Klippstein,Saves,14,Cleveland,Top 25
635,American League,1960,5,Mike Fornieles,Saves,14,Boston,Top 25
636,American League,1960,6,Whitey Ford,Shutouts,4,New York,Top 25
637,American League,1960,7,Jim Perry,Shutouts,4,Cleveland,Top 25
638,American League,1960,8,Early Wynn,Shutouts,4,Chicago,Top 25
639,American League,1960,9,Jim Bunning,Strikeouts,201,Detroit,Top 25
640,American League,1960,10,Jim Perry,Winning Percentage,.643,Cleveland,Top 25
641,American League,1960,11,Chuck Estrada,Wins,18,Baltimore,Top 25
642,American League,1960,12,Jim Perry,Wins,18,Cleveland,Top 25
643,American League,1961,1,Frank Lary,Complete Games,22,Detroit,Top 25
644,American League,1961,2,Dick Donovan,ERA,2.40,Washington,Top 25
645,American League,1961,3,Luis Arroyo,Games,65,New York,Top 25
646,American League,1961,4,Luis Arroyo,Saves,29,New York,Top 25
647,American League,1961,5,Steve Barber,Shutouts,8,Baltimore,Top 25
648,American League,1961,6,Camilo Pascual,Shutouts,8,Minnesota,Top 25
