id,league,year,year_id,Division,Games Behind,Payroll,Splits,Strike Splits,Team,Total Loses,Total Ties,Total Wins,Winning Percentage
1830,National League,1929,4,,20,,,,St.Louis Cardinals,74,,78,.513
1831,National League,1929,5,,27½,,,,Philadelphia Phillies,82,,71,.464
1832,National League,1929,6,,28½,,,,Brooklyn Robins,83,,70,.458
1833,National League,1930,1,,0,,,,St. Louis Cardinals,62,,92,.597
1834,National League,1930,2,,2,,,,Chicago Cubs,64,,90,.584
1835,National League,1930,3,,5,,,,New York Giants,67,,87,.565
1836,National League,1930,4,,6,,,,Brooklyn Robins,68,,86,.558
1837,National League,1930,5,,12,,,,Pittsburgh Pirates,74,,80,.519
1838,National League,1930,6,,22,,,,Boston Braves,84,,70,.455
1839,National League,1930,7,,33,,,,Cincinnati Reds,95,,59,.383
1840,National League,1930,8,,40,,,,Philadelphia Phillies,102,,52,.338
1841,National League,1931,1,,0,,,,St.Louis Cardinals,53,,101,.656
1842,National League,1931,2,,13,,,,New York Giants,65,,87,.572
1843,National League,1931,3,,17,,,,Chicago Cubs,70,,84,.545
1844,National League,1931,4,,21,,,,Brooklyn Robins,73,,79,.520
1845,National League,1931,5,,26,,,,Pittsburgh Pirates,79,,75,.487
1846,National League,1931,6,,35,,,,Philadelphia Phillies,88,,66,.429
1847,National League,1932,1,,0,,,,Chicago Cubs,64,,90,.584
1848,National League,1932,2,,4,,,,Pittsburgh Pirates,68,,86,.558
1849,National League,1932,3,,9,,,,Brooklyn Dodgers,73,,81,.526
1850,National League,1932,4,,12,,,,Philadelphia Phillies,76,,78,.506
1851,National League,1932,5,,13,,,,Boston Braves,77,,77,.500
1852,National League,1932,6,,18,,,,St.Louis Cardinals,82,,72,.468
1853,National League,1932,7,,18,,,,New York Giants,82,,72,.468
1854,National League,1932,8,,30,,,,Cincinnati Reds,94,,60,.390
1855,National League,1933,1,,0,,,,New York Giants,61,,91,.599
1856,National League,1933,2,,5,,,,Pittsburgh Pirates,67,,87,.565
1857,National League,1933,3,,6,,,,Chicago Cubs,68,,86,.558
1858,National League,1933,4,,9,,,,Boston Braves,71,,83,.539
1859,National League,1933,5,,9½,,,,St.Louis Cardinals,71,,82,.536
1860,National League,1933,6,,26½,,,,Brooklyn Dodgers,88,,65,.425
1861,National League,1934,1,,0,,,,St. Louis Cardinals,58,,95,.621
1862,National League,1934,2,,2,,,,New York Giants,60,,93,.608
1863,National League,1934,3,,8,,,,Chicago Cubs,65,,86,.570
1864,National League,1934,4,,16,,,,Boston Braves,73,,78,.517
1865,National League,1934,5,,19½,,,,Pittsburgh Pirates,76,,74,.493
1866,National League,1934,6,,23½,,,,Brooklyn Dodgers,81,,71,.467
1867,National League,1935,1,,0,,,,Chicago Cubs,54,,100,.649
1868,National League,1935,2,,4,,,,St. Louis Cardinals,58,,96,.623
1869,National League,1935,3,,8½,,,,New York Giants,62,,91,.595
1870,National League,1935,4,,13½,,,,Pittsburgh Pirates,67,,86,.562
1871,National League,1935,5,,29½,,,,Brooklyn Dodgers,83,,70,.458
1872,National League,1935,6,,31½,,,,Cincinnati Reds,85,,68,.444
1873,National League,1935,7,,35½,,,,Philadelphia Phillies,89,,64,.418
1874,National League,1935,8,,61½,,,,Boston Braves,115,,38,.248
1875,National League,1936,1,,0,,,,New York Giants,62,,92,.597
1876,National League,1936,2,,5,,,,St. Louis Cardinals,67,,87,.565
1877,National League,1936,3,,5,,,,Chicago Cubs,67,,87,.565
1878,National League,1936,4,,8,,,,Pittsburgh Pirates,70,,84,.545
1879,National League,1936,5,,18,,,,Cincinnati Reds,80,,74,.481
1880,National League,1936,6,,21,,,,Boston Bees,83,,71,.461
1881,National League,1936,7,,25,,,,Brooklyn Dodgers,87,,67,.435
1882,National League,1936,8,,38,,,,Philadelphia Phillies,100,,54,.351
1883,National League,1937,1,,0,,,,New York Giants,57,,95,.625
1884,National League,1937,2,,3,,,,Chicago Cubs,61,,93,.604
1885,National League,1937,3,,10,,,,Pittsburgh Pirates,68,,86,.558
1886,National League,1937,4,,15,,,,St. Louis Cardinals,73,,81,.526
1887,National League,1937,5,,16,,,,Boston Bees,73,,79,.520
1888,National League,1937,6,,33½,,,,Brooklyn Dodgers,91,,62,.405
1889,National League,1938,1,,0,,,,Chicago Cubs,63,,89,.586
1890,National League,1938,2,,2,,,,Pittsburgh Pirates,64,,86,.573
1891,National League,1938,3,,5,,,,New York Giants,67,,83,.553
1892,National League,1938,4,,6,,,,Cincinnati Reds,68,,82,.547
1893,National League,1938,5,,12,,,,Boston Bees,75,,77,.507
1894,National League,1938,6,,17½,,,,St. Louis Cardinals,80,,71,.470
1895,National League,1939,1,,0,,,,Cincinnati Reds,57,,97,.630
1896,National League,1939,2,,4½,,,,St. Louis Cardinals,61,,92,.601
1897,National League,1939,3,,12½,,,,Brooklyn Dodgers,69,,84,.549
1898,National League,1939,4,,13,,,,Chicago Cubs,70,,84,.545
1899,National League,1939,5,,18½,,,,New York Giants,74,,77,.510
1900,National League,1939,6,,28½,,,,Pittsburgh Pirates,85,,68,.444
1901,National League,1940,1,,0,,,,Cincinnati Reds,53,,100,.654
1902,National League,1940,2,,12,,,,Brooklyn Dodgers,65,,88,.575
1903,National League,1940,3,,16,,,,St. Louis Cardinals,69,,84,.549
1904,National League,1940,4,,22½,,,,Pittsburgh Pirates,76,,78,.506
1905,National League,1940,5,,25½,,,,Chicago Cubs,79,,75,.487
1906,National League,1940,6,,27½,,,,New York Giants,80,,72,.474
1907,National League,1941,1,,0,,,,Brooklyn Dodgers,54,,100,.649
1908,National League,1941,2,,2½,,,,St. Louis Cardinals,56,,97,.634
1909,National League,1941,3,,12,,,,Cincinnati Reds,66,,88,.571
1910,National League,1941,4,,19,,,,Pittsburgh Pirates,73,,81,.526
1911,National League,1941,5,,25½,,,,New York Giants,79,,74,.484
1912,National League,1941,6,,30,,,,Chicago Cubs,84,,70,.455
1913,National League,1941,7,,38,,,,Boston Braves,92,,62,.403
1914,National League,1941,8,,57,,,,Philadelphia Phillies,111,,43,.279
1915,National League,1942,1,,0,,,,St. Louis Cardinals,48,,106,.688
1916,National League,1942,2,,2,,,,Brooklyn Dodgers,50,,104,.675
1917,National League,1942,3,,20,,,,New York Giants,67,,85,.559
1918,National League,1942,4,,29,,,,Cincinnati Reds,76,,76,.500
1919,National League,1942,5,,36½,,,,Pittsburgh Pirates,81,,66,.449
1920,National League,1942,6,,38,,,,Chicago Cubs,86,,68,.442
1921,National League,1943,1,,0,,,,St. Louis Cardinals,49,,105,.682
1922,National League,1943,2,,18,,,,Cincinnati Reds,67,,87,.565
1923,National League,1943,3,,23½,,,,Brooklyn Dodgers,72,,81,.529
1924,National League,1943,4,,25,,,,Pittsburgh Pirates,74,,80,.519
1925,National League,1943,5,,30½,,,,Chicago Cubs,79,,74,.484
1926,National League,1943,6,,36½,,,,Boston Braves,85,,68,.444
1927,National League,1944,1,,0,,,,St. Louis Cardinals,49,,105,.682
1928,National League,1944,2,,14½,,,,Pittsburgh Pirates,63,,90,.588
1929,National League,1944,3,,16,,,,Cincinnati Reds,65,,89,.578
1930,National League,1944,4,,30,,,,Chicago Cubs,79,,75,.487
1931,National League,1944,5,,38,,,,New York Giants,87,,67,.435
1932,National League,1944,6,,40,,,,Boston Braves,89,,65,.422
1933,National League,1944,7,,42,,,,Brooklyn Dodgers,91,,63,.409
1934,National League,1944,8,,43½,,,,Philadelphia Phillies,92,,61,.399
1935,National League,1945,1,,0,,,,Chicago Cubs,56,,98,.636
1936,National League,1945,2,,3,,,,St. Louis Cardinals,59,,95,.617
1937,National League,1945,3,,11,,,,Brooklyn Dodgers,67,,87,.565
1938,National League,1945,4,,16,,,,Pittsburgh Pirates,72,,82,.532
1939,National League,1945,5,,19,,,,New York Giants,74,,78,.513
1940,National League,1945,6,,30,,,,Boston Braves,85,,67,.441
1941,National League,1945,7,,37,,,,Cincinnati Reds,93,,61,.396
1942,National League,1945,8,,52,,,,Philadelphia Phillies,108,,46,.299
1943,National League,1946,1,,0,,,,St. Louis Cardinals,58,,98,.628
1944,National League,1946,2,,2,,,,Brooklyn Dodgers,60,,96,.615
1945,National League,1946,3,,14½,,,,Chicago Cubs,71,,82,.536
1946,National League,1946,4,,15½,,,,Boston Braves,72,,81,.529
1947,National League,1946,5,,28,,,,Philadelphia Phillies,85,,69,.448
1948,National League,1946,6,,30,,,,Cincinnati Reds,87,,67,.435
1949,National League,1947,1,,0,,,,Brooklyn Dodgers,60,,94,.610
1950,National League,1947,2,,5,,,,St. Louis Cardinals,65,,89,.578
1951,National League,1947,3,,8,,,,Boston Braves,68,,86,.558
1952,National League,1947,4,,13,,,,New York Giants,73,,81,.526
1953,National League,1947,5,,21,,,,Cincinnati Reds,81,,73,.474
1954,National League,1947,6,,25,,,,Chicago Cubs,85,,69,.448
1955,National League,1948,1,,0,,,,Boston Braves,62,,91,.595
1956,National League,1948,2,,6½,,,,St. Louis Cardinals,69,,85,.552
1957,National League,1948,3,,7½,,,,Brooklyn Dodgers,70,,84,.545
1958,National League,1948,4,,8½,,,,Pittsburgh Pirates,71,,83,.539
1959,National League,1948,5,,13½,,,,New York Giants,76,,78,.506
1960,National League,1948,6,,25½,,,,Philadelphia Phillies,88,,66,.429
1961,National League,1949,1,,0,,,,Brooklyn Dodgers,57,,97,.630
1962,National League,1949,2,,1,,,,St. Louis Cardinals,58,,96,.623
1963,National League,1949,3,,16,,,,Philadelphia Phillies,73,,81,.526
1964,National League,1949,4,,22,,,,Boston Braves,79,,75,.487
1965,National League,1949,5,,24,,,,New York Giants,81,,73,.474
1966,National League,1949,6,,26,,,,Pittsburgh Pirates,83,,71,.461
1967,National League,1950,1,,0,,,,Philadelphia Phillies,63,,91,.591
1968,National League,1950,2,,2,,,,Brooklyn Dodgers,65,,89,.578
1969,National League,1950,3,,5,,,,New York Giants,68,,86,.558
1970,National League,1950,4,,8,,,,Boston Braves,71,,83,.539
1971,National League,1950,5,,12½,,,,St. Louis Cardinals,75,,78,.510
1972,National League,1950,6,,24½,,,,Cincinnati Reds,87,,66,.431
1973,National League,1951,1,,0,,,,New York Giants,59,,98,.624
1974,National League,1951,2,,1,,,,Brooklyn Dodgers,60,,97,.618
1975,National League,1951,3,,15½,,,,St. Louis Cardinals,73,,81,.526
1976,National League,1951,4,,20½,,,,Boston Braves,78,,76,.494
1977,National League,1951,5,,23½,,,,Philadelphia Phillies,81,,73,.472
1978,National League,1951,6,,28½,,,,Cincinnati Reds,86,,68,.442
1979,National League,1952,1,,0,,,,Brooklyn Dodgers,57,,96,.627
1980,National League,1952,2,,4½,,,,New York Giants,62,,92,.597
1981,National League,1952,3,,8½,,,,St. Louis Cardinals,66,,88,.571
1982,National League,1952,4,,9½,,,,Philadelphia Phillies,67,,87,.565
1983,National League,1952,5,,19½,,,,Chicago Cubs,77,,77,.500
1984,National League,1952,6,,27½,,,,Cincinnati Reds,85,,69,.448
1985,National League,1953,1,,0,,,,Brooklyn Dodgers,49,,105,.682
1986,National League,1953,2,,13,,,,Milwaukee Braves,62,,92,.597
1987,National League,1953,3,,22,,,,Philadelphia Phillies,71,,83,.539
1988,National League,1953,4,,22,,,,St. Louis Cardinals,71,,83,.539
1989,National League,1953,5,,35,,,,New York Giants,84,,70,.455
1990,National League,1953,6,,37,,,,Cincinnati Redlegs,86,,68,.442
1991,National League,1953,7,,40,,,,Chicago Cubs,89,,65,.422
1992,National League,1953,8,,55,,,,Pittsburgh Pirates,104,,50,.325
1993,National League,1954,1,,0,,,,New York Giants,57,,97,.630
1994,National League,1954,2,,5,,,,Brooklyn Dodgers,62,,92,.597
1995,National League,1954,3,,8,,,,Milwaukee Braves,65,,89,.578
1996,National League,1954,4,,22,,,,Philadelphia Phillies,79,,75,.487
1997,National League,1954,5,,23,,,,Cincinnati Redlegs,80,,74,.481
1998,National League,1954,6,,25,,,,St. Louis Cardinals,82,,72,.468
1999,National League,1955,1,,0,,,,Brooklyn Dodgers,55,,98,.641
2000,National League,1955,2,,13½,,,,Milwaukee Braves,69,,85,.552
2001,National League,1955,3,,18½,,,,New York Giants,74,,80,.519
2002,National League,1955,4,,21½,,,,Philadelphia Phillies,77,,77,.500
2003,National League,1955,5,,23½,,,,Cincinnati Redlegs,79,,75,.487
2004,National League,1955,6,,26,,,,Chicago Cubs,81,,72,.471
2005,National League,1956,1,,0,,,,Brooklyn Dodgers,61,,93,.604
2006,National League,1956,2,,1,,,,Milwaukee Braves,62,,92,.597
2007,National League,1956,3,,2,,,,Cincinnati Redlegs,63,,91,.591
2008,National League,1956,4,,17,,,,St. Louis Cardinals,78,,76,.494
2009,National League,1956,5,,22,,,,Philadelphia Phillies,83,,71,.461
2010,National League,1956,6,,26,,,,New York Giants,87,,67,.435
2011,National League,1957,1,,0,,,,Milwaukee Braves,59,,95,.617
2012,National League,1957,2,,8,,,,St. Louis Cardinals,67,,87,.565
2013,National League,1957,3,,11,,,,Brooklyn Dodgers,70,,84,.545
2014,National League,1957,4,,15,,,,Cincinnati Redlegs,74,,80,.519
2015,National League,1957,5,,18,,,,Philadelphia Phillies,77,,77,.500
2016,National League,1957,6,,26,,,,New York Giants,85,,69,.448
2017,National League,1958,1,,0,,,,Milwaukee Braves,62,,92,.597
2018,National League,1958,2,,8,,,,Pittsburgh Pirates,70,,84,.545
2019,National League,1958,3,,12,,,,San Francisco Giants,74,,80,.519
2020,National League,1958,4,,16,,,,Cincinnati Redlegs,78,,76,.494
2021,National League,1958,5,,20,,,,Chicago Cubs,82,,72,.468
2022,National League,1958,6,,20,,,,St. Louis Cardinals,82,,72,.468
2023,National League,1959,1,,0,,,,Los Angeles Dodgers,68,,88,.654
2024,National League,1959,2,,1,,,,Milwaukee Braves,70,,86,.551
2025,National League,1959,3,,4,,,,San Francisco Giants,71,,83,.539
2026,National League,1959,4,,9,,,,Pittsburgh Pirates,76,,78,.506
2027,National League,1959,5,,13,,,,Chicago Cubs,80,,74,.481
2028,National League,1959,6,,13,,,,Cincinnati Reds,80,,74,.481
2029,National League,1960,1,,0,,,,Pittsburgh Pirates,59,,95,.617
2030,National League,1960,2,,7,,,,Milwaukee Braves,66,,88,.571
2031,National League,1960,3,,9,,,,St. Louis Cardinals,68,,86,.558
2032,National League,1960,4,,13,,,,Los Angeles Dodgers,72,,82,.532
2033,National League,1960,5,,16,,,,San Francisco Giants,75,,79,.513
2034,National League,1960,6,,28,,,,Cincinnati Reds,87,,67,.435
2035,National League,1961,1,,0,,,,Cincinnati Reds,61,,93,.604
2036,National League,1961,2,,4,,,,Los Angeles Dodgers,65,,89,.578
2037,National League,1961,3,,8,,,,San Francisco Giants,69,,85,.552
2038,National League,1961,4,,10,,,,Milwaukee Braves,71,,83,.539
2039,National League,1961,5,,13,,,,St. Louis Cardinals,74,,80,.519
2040,National League,1961,6,,18,,,,Pittsburgh Pirates,79,,75,.487
2041,National League,1961,7,,29,,,,Chicago Cubs,90,,64,.416
2042,National League,1961,8,,46,,,,Philadelphia Phillies,107,,47,.305
2043,National League,1962,1,,0,,,,San Francisco Giants,62,,103,.624
2044,National League,1962,2,,1,,,,Los Angeles Dodgers,63,,102,.618
2045,National League,1962,3,,3½,,,,Cincinnati Reds,64,,98,.605
2046,National League,1962,4,,8,,,,Pittsburgh Pirates,68,,93,.578
2047,National League,1962,5,,15½,,,,Milwaukee Braves,76,,86,.531
2048,National League,1962,6,,17½,,,,St. Louis Cardinals,78,,84,.519
2049,National League,1962,7,,20,,,,Philadelphia Phillies,80,,81,.503
2050,National League,1962,8,,36½,,,,Houston Colt .45s,96,,64,.400
2051,National League,1962,9,,42½,,,,Chicago Cubs,103,,59,.364
2052,National League,1962,10,,60½,,,,New York Mets,120,,40,.250
2053,National League,1963,1,,0,,,,Los Angeles Dodgers,63,,99,.611
2054,National League,1963,2,,6,,,,St. Louis Cardinals,69,,93,.574
2055,National League,1963,3,,11,,,,San Francisco Giants,74,,88,.543
2056,National League,1963,4,,12,,,,Philadelphia Phillies,75,,87,.537
2057,National League,1963,5,,13,,,,Cincinnati Reds,76,,86,.531
2058,National League,1963,6,,15,,,,Milwaukee Braves,78,,84,.519
2059,National League,1963,7,,17,,,,Chicago Cubs,80,,82,.506
2060,National League,1963,8,,25,,,,Pittsburgh Pirates,88,,74,.457
2061,National League,1964,1,,0,,,,St. Louis Cardinals,69,,93,.574
2062,National League,1964,2,,1,,,,Cincinnati Reds,70,,92,.568
2063,National League,1964,3,,1,,,,Philadelphia Phillies,70,,92,.568
2064,National League,1964,4,,3,,,,San Francisco Giants,72,,90,.556
2065,National League,1964,5,,5,,,,Milwaukee Braves,74,,88,.543
2066,National League,1964,6,,13,,,,Los Angeles Dodgers,82,,80,.494
2067,National League,1964,7,,13,,,,Pittsburgh Pirates,82,,80,.494
2068,National League,1964,8,,17,,,,Chicago Cubs,86,,76,.469
2069,National League,1964,9,,27,,,,Houston Colt .45s,96,,66,.407
2070,National League,1964,10,,40,,,,New York Mets,109,,53,.327
2071,National League,1965,1,,0,,,,Los Angeles Dodgers,65,,97,.599
2072,National League,1965,2,,2,,,,San Francisco Giants,67,,95,.586
2073,National League,1965,3,,7,,,,Pittsburgh Pirates,72,,90,.556
2074,National League,1965,4,,8,,,,Cincinnati Reds,73,,89,.549
2075,National League,1965,5,,11,,,,Milwaukee Braves,76,,86,.531
2076,National League,1965,6,,11½,,,,Philadelphia Phillies,76,,85,.528
2077,National League,1965,7,,16½,,,,St. Louis Cardinals,81,,80,.497
2078,National League,1965,8,,25,,,,Chicago Cubs,90,,72,.444
2079,National League,1965,9,,32,,,,Houston Astros,97,,65,.401
2080,National League,1965,10,,47,,,,New York Mets,112,,50,.309
2081,National League,1966,1,,0,,,,Los Angeles Dodgers,67,,95,.586
2082,National League,1966,2,,1½,,,,San Francisco Giants,68,,93,.578
2083,National League,1966,3,,3,,,,Pittsburgh Pirates,70,,92,.568
2084,National League,1966,4,,8,,,,Philadelphia Phillies,75,,87,.537
2085,National League,1966,5,,10,,,,Atlanta Braves,77,,85,.525
2086,National League,1966,6,,12,,,,St. Louis Cardinals,79,,83,.512
2087,National League,1966,7,,18,,,,Cincinnati Reds,84,,76,.475
2088,National League,1966,8,,23,,,,Houston Astros,90,,72,.444
2089,National League,1966,9,,28½,,,,New York Mets,95,,66,.410
2090,National League,1966,10,,36,,,,Chicago Cubs,103,,59,.364
2091,National League,1967,1,,0,,,,St. Louis Cardinals,60,,101,.627
2092,National League,1967,2,,10½,,,,San Francisco Giants,71,,91,.562
2093,National League,1967,3,,14,,,,Chicago Cubs,74,,84,.540
2094,National League,1967,4,,14½,,,,Cincinnati Reds,75,,87,.537
2095,National League,1967,5,,19½,,,,Philadelphia Phillies,80,,82,.506
2096,National League,1967,6,,20½,,,,Pittsburgh Pirates,81,,81,.500
2097,National League,1967,7,,24½,,,,Atlanta Braves,85,,77,.475
2098,National League,1967,8,,28½,,,,Los Angeles Dodgers,89,,73,.451
2099,National League,1967,9,,32½,,,,Houston Astros,93,,69,.426
2100,National League,1967,10,,40½,,,,New York Mets,101,,61,.377
2101,National League,1968,1,,0,,,,St. Louis Cardinals,65,,97,.599
2102,National League,1968,2,,9,,,,San Francisco Giants,74,,88,.543
2103,National League,1968,3,,13,,,,Chicago Cubs,78,,84,.519
2104,National League,1968,4,,14,,,,Cincinnati Reds,79,,83,.512
2105,National League,1968,5,,16,,,,Atlanta Braves,81,,81,.500
2106,National League,1968,6,,17,,,,Pittsburgh Pirates,82,,80,.494
2107,National League,1968,7,,21,,,,Philadelphia Phillies,86,,76,.469
2108,National League,1968,8,,21,,,,Los Angeles Dodgers,86,,76,.469
2109,National League,1969,1,East,0,,,,New York Mets,62,,100,.617
2110,National League,1969,2,East,8,,,,Chicago Cubs,70,,92,.568
2111,National League,1969,3,East,12,,,,Pittsburgh Pirates,74,,88,.543
2112,National League,1969,4,East,13,,,,St. Louis Cardinals,75,,87,.537
2113,National League,1969,5,East,37,,,,Philadelphia Phillies,99,,63,.389
2114,National League,1969,6,East,48,,,,Montreal Expos,110,,52,.321
2115,National League,1969,7,West,0,,,,Atlanta Braves,69,,93,.574
2116,National League,1969,8,West,3,,,,San Francisco Giants,72,,90,.556
2117,National League,1969,9,West,4,,,,Cincinnati Reds,73,,89,.549
2118,National League,1969,10,West,8,,,,Los Angeles Dodgers,77,,85,.525
2119,National League,1969,11,West,12,,,,Houston Astros,81,,81,.500
2120,National League,1969,12,West,41,,,,San Diego Padres,110,,52,.321
2121,National League,1970,1,East,0,,,,Pittsburgh Pirates,73,,89,.549
2122,National League,1970,2,East,5,,,,Chicago Cubs,78,,84,.519
2123,National League,1970,3,East,6,,,,New York Mets,79,,83,.512
2124,National League,1970,4,East,13,,,,St. Louis Cardinals,86,,76,.469
