id,league,year,year_id,Division,Games Behind,Payroll,Splits,Strike Splits,Team,Total Loses,Total Ties,Total Wins,Winning Percentage
726,American League,1981,3,East,0,,,2nd Half,Milwaukee Brewers,22,,31,.585
727,American League,1981,4,East,1,,,Final,Baltimore Orioles,46,,59,.562
728,American League,1981,5,East,2,,,1st Half,Baltimore Orioles,23,,31,.574
729,American League,1981,6,East,2,,,2nd Half,Baltimore Orioles,23,,28,.549
730,American League,1981,7,East,2,,,Final,New York Yankees,48,,59,.551
731,American League,1981,8,East,0,,,1st Half,New York Yankees,22,,34,.607
732,American League,1981,9,East,5,,,2nd Half,New York Yankees,26,,25,.490
733,American League,1981,10,East,2,,,Final,Detroit Tigers,49,,60,.550
734,American League,1981,11,East,3½,,,1st Half,Detroit Tigers,26,,31,.544
735,American League,1981,12,East,1?,,,2nd Half,Detroit Tigers,23,,29,.558
736,American League,1981,13,East,2½,,,Final,Boston Red Sox,49,,59,.546
737,American League,1981,14,East,4,,,1st Half,Boston Red Sox,26,,30,.536
738,American League,1981,15,East,1½,,,2nd Half,Boston Red Sox,23,,29,.558
739,American League,1981,16,East,7,,,Final,Cleveland Indians,51,,52,.505
740,American League,1981,17,East,5,,,1st Half,Cleveland Indians,24,,26,.520
741,American League,1981,18,East,5,,,2nd Half,Cleveland Indians,27,,26,.491
742,American League,1981,19,East,23½,,,Final,Toronto Blue Jays,69,,37,.349
743,American League,1981,20,East,19,,,1st Half,Toronto Blue Jays,42,,16,.276
744,American League,1981,21,East,7½,,,2nd Half,Toronto Blue Jays,27,,21,.438
745,American League,1981,22,West,0,,,Final,Oakland Athletics,45,,64,.587
746,American League,1981,23,West,0,,,1st Half,Oakland Athletics,23,,37,.617
747,American League,1981,24,West,1,,,2nd Half,Oakland Athletics,22,,27,.551
748,American League,1981,25,West,5,,,Final,Texas Rangers,48,,57,.543
749,American League,1981,26,West,1½,,,1st Half,Texas Rangers,22,,33,.600
750,American League,1981,27,West,4½,,,2nd Half,Texas Rangers,26,,24,.480
751,American League,1981,28,West,8½,,,Final,Chicago White Sox,52,,54,.509
752,American League,1981,29,West,2½,,,1st Half,Chicago White Sox,22,,31,.585
753,American League,1981,30,West,7,,,2nd Half,Chicago White Sox,30,,23,.434
754,American League,1981,31,West,11,,,Final,Kansas City Royals,53,,50,.485
755,American League,1981,32,West,12,,,1st Half,Kansas City Royals,30,,20,.400
756,American League,1981,33,West,0,,,2nd Half,Kansas City Royals,23,,30,.566
757,American League,1981,34,West,13½,,,Final,California Angels,59,,51,.464
758,American League,1981,35,West,6,,,1st Half,California Angels,29,,31,.517
759,American League,1981,36,West,8½,,,2nd Half,California Angels,30,,20,.400
760,American League,1981,37,West,20,,,Final,Seattle Mariners,65,,44,.404
761,American League,1981,38,West,14½,,,1st Half,Seattle Mariners,36,,21,.368
762,American League,1981,39,West,6?,,,2nd Half,Seattle Mariners,29,,23,.442
763,American League,1981,40,West,23,,,Final,Minnesota Twins,68,,41,.376
764,American League,1981,41,West,18,,,1st Half,Minnesota Twins,39,,17,.304
765,American League,1981,42,West,6,,,2nd Half,Minnesota Twins,29,,24,.453
766,American League,1982,1,East,0,,,,Milwaukee Brewers,67,,95,.586
767,American League,1982,2,East,1,,,,Baltimore Orioles,68,,94,.580
768,American League,1982,3,East,6,,,,Boston Red Sox,73,,89,.549
769,American League,1982,4,East,12,,,,Detroit Tigers,79,,83,.512
770,American League,1982,5,East,16,,,,New York Yankees,83,,79,.488
771,American League,1982,6,East,17,,,,Toronto Blue Jays,84,,78,.481
772,American League,1982,7,East,17,,,,Cleveland Indians,84,,78,.481
773,American League,1982,8,West,0,,,,California Angels,69,,93,.574
774,American League,1982,9,West,3,,,,Kansas City Royals,72,,90,.556
775,American League,1982,10,West,6,,,,Chicago White Sox,75,,87,.537
776,American League,1982,11,West,17,,,,Seattle Mariners,86,,76,.469
777,American League,1982,12,West,25,,,,Oakland Athletics,94,,68,.420
778,American League,1982,13,West,29,,,,Texas Rangers,98,,64,.395
779,American League,1982,14,West,33,,,,Minnesota Twins,102,,60,.370
780,American League,1983,1,East,0,,,,Baltimore Orioles,64,,98,.605
781,American League,1983,2,East,6,,,,Detroit Tigers,70,,92,.568
782,American League,1983,3,East,7,,,,New York Yankees,71,,91,.562
783,American League,1983,4,East,9,,,,Toronto Blue Jays,73,,89,.549
784,American League,1983,5,East,11,,,,Milwaukee Brewers,75,,87,.537
785,American League,1983,6,East,20,,,,Boston Red Sox,84,,78,.481
786,American League,1983,7,East,28,,,,Cleveland Indians,92,,70,.432
787,American League,1983,8,West,0,,,,Chicago White Sox,63,,99,.611
788,American League,1983,9,West,20,,,,Kansas City Royals,83,,79,.488
789,American League,1983,10,West,22,,,,Texas Rangers,85,,77,.475
790,American League,1983,11,West,25,,,,Oakland Athletics,88,,74,.457
791,American League,1983,12,West,29,,,,California Angels,92,,70,.432
792,American League,1983,13,West,29,,,,Minnesota Twins,92,,70,.432
793,American League,1983,14,West,39,,,,Seattle Mariners,102,,60,.370
794,American League,1984,1,East,0,,,,Detroit Tigers,58,,104,.642
795,American League,1984,2,East,15,,,,Toronto Blue Jays,73,,89,.549
796,American League,1984,3,East,17,,,,New York Yankees,75,,87,.537
797,American League,1984,4,East,18,,,,Boston Red Sox,76,,86,.531
798,American League,1984,5,East,19,,,,Baltimore Orioles,77,,85,.525
799,American League,1984,6,East,29,,,,Cleveland Indians,87,,75,.463
800,American League,1984,7,East,36½,,,,Milwaukee Brewers,94,,67,.416
801,American League,1984,8,West,0,,,,Kansas City Royals,78,,84,.519
802,American League,1984,9,West,3,,,,California Angels,81,,81,.500
803,American League,1984,10,West,3,,,,Minnesota Twins,81,,81,.500
804,American League,1984,11,West,7,,,,Oakland Athletics,85,,77,.475
805,American League,1984,12,West,10,,,,Seattle Mariners,88,,74,.757
806,American League,1984,13,West,10,,,,Chicago White Sox,88,,74,.457
807,American League,1984,14,West,14½,,,,Texas Rangers,92,,69,.429
808,American League,1985,1,East,0,"$11,800,281",,,Toronto Blue Jays,62,,99,.615
809,American League,1985,2,East,2,"$15,398,047",,,New York Yankees,64,,97,.602
810,American League,1985,3,East,15,"$10,850,643",,,Detroit Tigers,77,,84,.522
811,American League,1985,4,East,16,"$12,371,429",,,Baltimore Orioles,78,,83,.516
812,American League,1985,5,East,18½,"$11,080,695",,,Boston Red Sox,81,,81,.500
813,American League,1985,6,East,28,"$12,216,965",,,Milwaukee Brewers,90,,71,.441
814,American League,1985,7,East,39½,"$6,623,133",,,Cleveland Indians,102,,60,.370
815,American League,1985,8,West,0,"$11,754,512",,,Kansas City Royals,71,,91,.562
816,American League,1985,9,West,1,"$11,559,593",,,California Angels,72,,90,.556
817,American League,1985,10,West,6,"$9,849,689",,,Chicago White Sox,77,,85,.525
818,American League,1985,11,West,14,"$7,238,667",,,Minnesota Twins,85,,77,.475
819,American League,1985,12,West,14,"$10,008,823",,,Oakland Athletics,85,,77,.475
820,American League,1985,13,West,17,"$5,549,870",,,Seattle Mariners,88,,74,.457
821,American League,1985,14,West,28½,"$8,101,222",,,Texas Rangers,99,,62,.385
822,American League,1986,1,Boston Red Sox,"$16,003,236",,,,95,.590,,66,0
823,American League,1986,2,New York Yankees,"$17,248,360",,,,90,.556,,72,5½
824,American League,1986,3,Detroit Tigers,"$12,254,047",,,,87,.537,,75,8½
825,American League,1986,4,Toronto Blue Jays,"$12,447,880",,,,86,.531,,76,9½
826,American League,1986,5,Cleveland Indians,"$8,047,000",,,,84,.519,,78,11½
827,American League,1986,6,Milwaukee Brewers,"$8,429,321",,,,77,.478,,84,18
828,American League,1986,7,Baltimore Orioles,"$12,196,745",,,,73,.451,,89,22½
829,American League,1986,8,California Angels,"$14,254,758",,,,92,.568,,70,0
830,American League,1986,9,Texas Rangers,"$6,892,218",,,,87,.537,,75,5
831,American League,1986,10,Kansas City Royals,"$13,996,417",,,,76,.469,,86,16
832,American League,1986,11,Oakland Athletics,"$9,933,388",,,,76,.469,,86,16
833,American League,1986,12,Chicago White Sox,"$10,099,510",,,,72,.444,,90,20
834,American League,1986,13,Minnesota Twins,"$9,815,200",,,,71,.438,,91,21
835,American League,1987,1,Detroit Tigers,"$12,557,881",,,,98,.605,,64,0
836,American League,1987,2,Toronto Blue Jays,"$13,194,734",,,,96,.593,,66,2
837,American League,1987,3,Milwaukee Brewers,"$7,687,724",,,,91,.562,,71,7
838,American League,1987,4,New York Yankees,"$18,569,714",,,,89,.549,,73,9
839,American League,1987,5,Boston Red Sox,"$13,211,873",,,,78,.481,,84,20
840,American League,1987,6,Baltimore Orioles,"$13,434,895",,,,67,.414,,95,31
841,American League,1987,7,Cleveland Indians,"$7,955,250",,,,61,.377,,101,37
842,American League,1987,8,Minnesota Twins,"$13,271,956",,,,85,.525,,77,0
843,American League,1987,9,Kansas City Royals,"$13,188,384",,,,83,.512,,79,2
844,American League,1987,10,Oakland Athletics,"$12,292,250",,,,81,.500,,81,4
845,American League,1987,11,Seattle Mariners,"$5,624,500",,,,78,.481,,84,7
846,American League,1987,12,Chicago White Sox,"$8,987,415",,,,77,.475,,85,8
847,American League,1987,13,Texas Rangers,"$6,342,718",,,,75,.463,,87,10
848,American League,1988,1,Boston Red Sox,"$15,629,592",,,,89,.549,,73,0
849,American League,1988,2,Detroit Tigers,"$15,597,071",,,,88,.543,,74,1
850,American League,1988,3,Toronto Blue Jays,"$14,098,725",,,,87,.537,,75,2
851,American League,1988,4,Milwaukee Brewers,"$10,864,000",,,,87,.537,,75,2
852,American League,1988,5,New York Yankees,"$21,524,152",,,,85,.528,,76,3½
853,American League,1988,6,Cleveland Indians,"$10,244,500",,,,78,.481,,84,11
854,American League,1988,7,Baltimore Orioles,"$11,370,404",,,,54,.335,,107,34½
855,American League,1988,8,Oakland Athletics,"$11,628,083",,,,104,.642,,58,0
856,American League,1988,9,Minnesota Twins,"$13,444,800",,,,91,.562,,71,13
857,American League,1988,10,Kansas City Royals,"$14,058,873",,,,84,.522,,77,19½
858,American League,1988,11,California Angels,"$12,382,388",,,,75,.463,,87,29
859,American League,1988,12,Chicago White Sox,"$7,736,952",,,,71,.441,,90,32½
860,American League,1988,13,Texas Rangers,"$7,105,500",,,,70,.435,,91,33½
861,American League,1989,1,Toronto Blue Jays,"$16,016,666",,,,89,.549,,73,0
862,American League,1989,2,Baltimore Orioles,"$10,944,499",,,,87,.537,,75,2
863,American League,1989,3,Boston Red Sox,"$19,064,885",,,,83,.512,,79,6
864,American League,1989,4,Milwaukee Brewers,"$11,901,500",,,,81,.500,,81,8
865,American League,1989,5,New York Yankees,"$18,482,251",,,,74,.460,,87,14½
866,American League,1989,6,Cleveland Indians,"$10,349,500",,,,73,.451,,89,16
867,American League,1989,7,Detroit Tigers,"$14,147,763",,,,59,.364,,103,30
868,American League,1989,8,Oakland Athletics,"$17,772,999",,,,99,.611,,63,0
869,American League,1989,9,Kansas City Royals,"$17,101,047",,,,92,.568,,70,7
870,American League,1989,10,California Angels,"$15,362,333",,,,91,.562,,71,8
871,American League,1989,11,Texas Rangers,"$10,831,781",,,,83,.512,,79,16
872,American League,1989,12,Minnesota Twins,"$14,303,000",,,,80,.494,,82,19
873,American League,1989,13,Seattle Mariners,"$8,702,500",,,,73,.451,,89,26
874,American League,1990,1,Boston Red Sox,"$21,843,333",,,,88,.543,,74,0
875,American League,1990,2,Toronto Blue Jays,"$16,231,854",,,,86,.531,,76,2
876,American League,1990,3,Detroit Tigers,"$18,248,738",,,,79,.488,,83,9
877,American League,1990,4,Cleveland Indians,"$13,820,000",,,,77,.475,,85,11
878,American League,1990,5,Baltimore Orioles,"$7,985,584",,,,76,.472,,85,11½
879,American League,1990,6,Milwaukee Brewers,"$18,196,667",,,,74,.457,,88,14
880,American League,1990,7,New York Yankees,"$19,339,816",,,,67,.414,,95,21
881,American League,1990,8,Oakland Athletics,"$21,785,040",,,,103,.636,,59,0
882,American League,1990,9,Chicago White Sox,"$9,843,529",,,,94,.580,,68,9
883,American League,1990,10,Texas Rangers,"$12,617,333",,,,83,.512,,79,20
884,American League,1990,11,California Angels,"$21,391,152",,,,80,.494,,82,23
885,American League,1990,12,Seattle Mariners,"$11,918,167",,,,77,.475,,85,26
886,American League,1990,13,Kansas City Royals,"$23,197,845",,,,75,.466,,86,27½
887,American League,1992,1,Toronto Blue Jays,"$48,991,840",,,,96,.593,,66,0
888,American League,1992,2,Milwaukee Brewers,"$29,849,670",,,,92,.568,,70,4
889,American League,1992,3,Baltimore Orioles,"$23,023,330",,,,89,.549,,73,7
890,American League,1992,4,New York Yankees,"$34,789,500",,,,76,.469,,86,20
891,American League,1992,5,Cleveland indians,"$8,399,711",,,,76,.469,,86,20
892,American League,1992,6,Detroit Tigers,"$29,479,830",,,,75,.463,,87,21
893,American League,1992,7,Boston Red Sox,"$41,887,250",,,,73,.451,,89,23
894,American League,1992,8,Oakland Athletics,"$47,372,810",,,,96,.593,,66,0
895,American League,1992,9,Minnesota Twins,"$26,222,830",,,,90,.556,,72,6
896,American League,1992,10,Chicago White Sox,"$29,524,500",,,,86,.531,,76,10
897,American League,1992,11,Texas Rangers,"$25,323,000",,,,77,.475,,85,19
898,American League,1992,12,Kansas City Royals,"$30,248,830",,,,72,.444,,90,24
899,American League,1992,13,California Angels,"$26,343,670",,,,72,.444,,90,24
900,American League,1993,1,Toronto Blue Jays,"$51,935,034",,,,95,.586,,67,0
901,American League,1993,2,New York Yankees,"$46,588,791",,,,88,.543,,74,7
902,American League,1993,3,Baltimore Orioles,"$29,253,066",,,,85,.525,,77,10
903,American League,1993,4,Detroit Tigers,"$38,038,498",,,,85,.525,,77,10
904,American League,1993,5,Boston Red Sox,"$46,164,788",,,,80,.494,,82,15
905,American League,1993,6,Cleveland Indians,"$16,690,997",,,,76,.469,,86,19
906,American League,1993,7,Milwaukee Brewers,"$25,635,387",,,,69,.426,,93,26
907,American League,1993,8,Chicago White Sox,"$42,115,723",,,,94,.580,,68,0
908,American League,1993,9,Texas Rangers,"$39,959690",,,,86,.531,,76,8
909,American League,1993,10,Kansas City Royals,"$40,164,878",,,,84,.519,,78,10
910,American League,1993,11,Seattle Mariners,"$33,311,042",,,,82,.506,,80,12
911,American League,1993,12,California Angels,"$27,444,899",,,,71,.438,,91,23
912,American League,1993,13,Minnesota Twins,"$27,127,768",,,,71,.438,,91,23
913,American League,1994,1,New York Yankees,"$47,512,342",,,,70,.619,,43,0
914,American League,1994,2,Baltimore Orioles,"$38,711,487",,,,63,.563,,49,6½
915,American League,1994,3,Toronto Blue Jays,"$42,265,168",,,,55,.478,,60,16
916,American League,1994,4,Boston Red Sox,"$36,337,937",,,,54,.470,,61,17
917,American League,1994,5,Detroit Tigers,"$41,118,509",,,,53,.461,,62,18
918,American League,1994,6,Chicago White Sox,"$40,144,836",,,,67,.593,,46,0
919,American League,1994,7,Cleveland Indians,"$31,705,667",,,,66,.584,,47,1
920,American League,1994,8,Kansas City Royals,"$40,667,375",,,,64,.557,,51,4
921,American League,1994,9,Minnesota Twins,"$25,053,237",,,,53,.469,,60,14
922,American League,1994,10,Milwaukee Brewers,"$24,786,857",,,,53,.461,,62,15
923,American League,1994,11,Texas Rangers,"$32,399,097",,,,52,.456,,62,0
924,American League,1994,12,Oakland Athletics,"$34,574,000",,,,51,.447,,63,1
925,American League,1994,13,Seattle Mariners,"$28,463,110",,,,49,.438,,63,2
926,American League,1995,1,Boston Red Sox,"$38,157,750",,,,86,.597,,58,0
927,American League,1995,2,New York Yankees,"$58,165,252",,,,79,.549,,65,7
928,American League,1995,3,Baltimore Orioles,"$48,739,636",,,,71,.493,,73,15
929,American League,1995,4,Detroit Tigers,"$28,663,667",,,,60,.417,,84,26
930,American League,1995,5,Toronto Blue Jays,"$42,233,500",,,,56,.389,,88,30
931,American League,1995,6,Cleveland Indians,"$40,180,750",,,,100,.694,,44,0
932,American League,1995,7,Kansas City Royals,"$31,181,334",,,,70,.486,,74,30
933,American League,1995,8,Chicago White Sox,"$40,750,782",,,,68,.472,,76,32
934,American League,1995,9,Milwaukee Brewers,"$17,407,385",,,,65,.451,,79,35
935,American League,1995,10,Minnesota Twins,"$15,362,750",,,,56,.389,,88,44
936,American League,1995,11,Seattle Mariners,"$37,984,610",,,,79,.545,,66,0
937,American League,1995,12,California Angels,"$34,702,577",,,,78,.538,,67,1
938,American League,1995,13,Texas Rangers,"$35,888,725",,,,74,.514,,70,4½
939,American League,1996,1,New York Yankees,"$61,511,870",,,,92,.568,,70,0
940,American League,1996,2,Baltimore Orioles,"$55,127,855",,,,88,.543,,74,4
941,American League,1996,3,Boston Red Sox,"$38,516,402",,,,85,.525,,77,7
942,American League,1996,4,Toronto Blue Jays,"$28,778,577",,,,74,.457,,88,18
943,American League,1996,5,Detroit Tigers,"$17,955,500",,,,53,.327,,109,39
944,American League,1996,6,Cleveland Indians,"$47,686,907",,,,99,.615,,62,0
945,American League,1996,7,Chicago White Sox,"$44,827,833",,,,85,.525,,77,14½
946,American League,1996,8,Milwaukee Brewers,"$11,701,000",,,,80,.494,,82,19½
947,American League,1996,9,Minnesota Twins,"$21,254,000",,,,78,.484,,84,21½
948,American League,1996,10,Kansas City Royals,"$19,980,250",,,,75,.466,,86,24
949,American League,1996,11,Texas Rangers,"$41,080,028",,,,90,.556,,72,0
950,American League,1996,12,Seattle Mariners,"$43,131,001",,,,85,.528,,76,4½
951,American League,1996,13,Oakland Athletics,"$22,524,093",,,,78,.481,,84,12
952,American League,1997,1,East,0,"$64,611,399",,,Baltimore Orioles,64,,98,.605
953,American League,1997,2,East,2,"$73,389,577",,,New York Yankees,66,,96,.593
954,American League,1997,3,East,19,"$20,985,500",,,Detroit Tigers,83,,79,.488
955,American League,1997,4,East,20,"$40,611,351",,,Boston Red Sox,84,,78,.481
956,American League,1997,5,East,22,"$48,964,833",,,Toronto Blue Jays,86,,76,.469
957,American League,1997,6,,0,"$58,865,056",,,Cleveland Indians,75,,86,.534
958,American League,1997,7,,6,"$41,849,500",,,Chicago White Sox,81,,80,.497
959,American League,1997,8,,8,"$26,564,840",,,Milwaukee Brewers,83,,78,.484
960,American League,1997,9,,18½,"$32,197,500",,,Minnesota Twins,94,,68,.420
961,American League,1997,10,,19,"$33,868,149",,,Kansas City Royals,94,,67,.416
962,American League,1997,11,West,0,"$46,298,970",,,Seattle Mariners,72,,90,.556
963,American League,1997,12,West,6,"$46,684,364",,,Anaheim Angels,78,,84,.519
964,American League,1997,13,West,13,"$44,591,013",,,Texas Rangers,85,,77,.475
965,American League,1998,1,New York Yankees,"$73,963,698",,,,114,.704,,48,0
966,American League,1998,2,Boston Red Sox,"$59,547,000",,,,92,.568,,70,22
967,American League,1998,3,Toronto Blue Jays,"$37,618,500",,,,88,.543,,74,26
968,American League,1998,4,Baltimore Orioles,"$74,170,921",,,,79,.488,,83,35
969,American League,1998,5,Tampa Bay Devil Rays,"$27,645,000",,,,63,.389,,99,51
970,American League,1998,6,Cleveland Indians,"$56,843,441",,,,89,.549,,73,0
971,American League,1998,7,Chicago White Sox,"$37,880,000",,,,80,.494,,82,9
972,American League,1998,8,Kansas City Royals,"$35,610,000",,,,72,.447,,89,16½
973,American League,1998,9,Minnesota Twins,"$22,027,500",,,,70,.432,,92,19
974,American League,1998,10,Detroit Tigers,"$23,318,980",,,,65,.401,,97,24
975,American League,1998,11,Texas Rangers,"$62,755,368",,,,88,.543,,74,0
976,American League,1998,12,Anaheim Angels,"$54,189,000",,,,85,.525,,77,3
977,American League,1998,13,Seattle Mariners,"$44,860,014",,,,76,.472,,85,11½
978,American League,1999,1,New York Yankees,"$91,990,955",,,,98,.605,,64,0
979,American League,1999,2,Boston Red Sox,"$72,330,656",,,,94,.580,,68,4
980,American League,1999,3,Toronto Blue Jays,"$48,847,300",,,,84,.519,,78,14
981,American League,1999,4,Baltimore Orioles,"$75,443,363",,,,78,.481,,84,20
982,American League,1999,5,Tampa Bay Devil Rays,"$37,860,451",,,,69,.426,,93,29
983,American League,1999,6,Cleveland Indians,"$73,531,692",,,,97,.599,,65,0
984,American League,1999,7,Chicago White Sox,"$24,535,000",,,,75,.466,,86,21½
985,American League,1999,8,Detroit Tigers,"$36,954,666",,,,69,.429,,92,27½
986,American League,1999,9,Kansas City Royals,"$16,557,000",,,,64,.398,,97,32½
987,American League,1999,10,Minnesota Twins,"$15,845,000",,,,63,.394,,97,33
988,American League,1999,11,Texas Rangers,"$80,801,598",,,,95,.586,,67,0
989,American League,1999,12,Oakland Athletics,"$25,208,858",,,,87,.537,,75,8
990,American League,1999,13,Seattle Mariners,"$45,351,254",,,,79,.488,,83,16
991,American League,2000,1,New York Yankees,"$92,538,260",,,,87,.540,,74,0
992,American League,2000,2,Boston Red Sox,"$77,940,333",,,,85,.525,,77,2½
993,American League,2000,3,Toronto Blue Jays,"$46,238,333",,,,83,.512,,79,4½
994,American League,2000,4,Baltimore Orioles,"$81,447,435",,,,74,.457,,88,13½
995,American League,2000,5,Tampa Bay Devil Rays,"$62,765,129",,,,69,.429,,92,18
996,American League,2000,6,Chicago White Sox,"$31,133,500",,,,95,.586,,67,0
997,American League,2000,7,Cleveland Indians,"$75,880,971",,,,90,.556,,72,5
998,American League,2000,8,Detroit Tigers,"$58,265,167",,,,79,.488,,83,16
999,American League,2000,9,Kansas City Royals,"$23,433,000",,,,77,.475,,85,18
1000,American League,2000,10,Minnesota Twins,"$16,519,500",,,,69,.426,,93,26
1001,American League,2000,11,Oakland Athletics,"$31,971,333",,,,91,.565,,70,0
1002,American League,2000,12,Seattle Mariners,"$58,915,000",,,,91,.562,,71,½
1003,American League,2000,13,Anaheim Angels,"$51,464,167",,,,82,.506,,80,9½
1004,American League,2001,1,New York Yankees,"$109,791,893",,,,95,.594,,65,0
1005,American League,2001,2,Boston Red Sox,"$109,558,908",,,,82,.509,,79,13½
1006,American League,2001,3,Toronto Blue Jays,"$75,798,500",,,,80,.494,,82,16
1007,American League,2001,4,Baltimore Orioles,"$72,426,328",,,,63,.391,,98,32½
1008,American League,2001,5,Tampa Bay Devil Rays,"$54,798,500",,,,62,.383,,100,34
1009,American League,2001,6,Cleveland Indians,"$91,974,979",,,,91,.562,,71,0
1010,American League,2001,7,Minnesota Twins,"$24,350,000",,,,85,.525,,77,6
1011,American League,2001,8,Chicago White Sox,"$62,363,000",,,,83,.512,,79,8
1012,American League,2001,9,Detroit Tigers,"$49,831,167",,,,66,.407,,96,25
1013,American League,2001,10,Kansas City Royals,"$35,643,000",,,,65,.401,,97,26
1014,American League,2001,11,Seattle Mariners,"$75,652,500",,,,116,.716,,46,0
1015,American League,2001,12,Oakland Athletics,"$33,810,750",,,,102,.630,,60,13
1016,American League,2001,13,Anaheim Angels,"$46,568,180",,,,75,.463,,87,41
1017,American League,2002,1,New York Yankees,"$125,928,583",,,,103,.640,,58,--
1018,American League,2002,2,Boston Red Sox,"$108,366,060",,,,93,.574,,69,10½
1019,American League,2002,3,Toronto Blue Jays,"$76,864,333",,,,78,.481,,84,25½
1020,American League,2002,4,Baltimore Orioles,"$60,493,487",,,,67,.414,,95,36½
1021,American League,2002,5,Tampa Bay Devil Rays,"$34,380,000",,,,55,.342,,106,48
1022,American League,2002,6,Minnesota Twins,"$40,225,000",,,,94,.584,,67,--
1023,American League,2002,7,Chicago White Sox,"$57,052,833",,,,81,.500,,81,13½
1024,American League,2002,8,Cleveland Indians,"$78,909,448",,,,74,.457,,88,20½
1025,American League,2002,9,Kansas City Royals,"$47,257,000",,,,62,.383,,100,32½
1026,American League,2002,10,Detroit Tigers,"$55,048,000",,,,55,.342,,106,39
1027,American League,2002,11,Oakland Athletics,"$39,679,746",,,,103,.636,,59,--
1028,American League,2002,12,Anaheim Angels,"$61,721,667",,,,99,.611,,63,4
1029,American League,2002,13,Seattle Mariners,"$80,282,668",,,,93,.574,,69,10
1030,American League,2003,1,New York Yankees,"$152,749,814",,,,101,1,.623,61,--
1031,American League,2003,2,Boston Red Sox,"$99,946,500",,,,95,0,.586,67,6
1032,American League,2003,3,Toronto Blue Jays,"$51,269,000",,,,86,0,.531,76,15
1033,American League,2003,4,Baltimore Orioles,"$73,877,500",,,,71,1,.438,91,30
1034,American League,2003,5,Tampa Bay Devil Rays,"$19,630,000",,,,63,0,.389,99,38
1035,American League,2003,6,Minnesota Twins,"$55,505,000",,,,90,0,.556,72,--
1036,American League,2003,7,Chicago White Sox,"$51,010,000",,,,86,0,.531,76,4
1037,American League,2003,8,Kansas City Royals,"$40,518,000",,,,83,0,.512,79,7
1038,American League,2003,9,Cleveland Indians,"$48,584,834",,,,68,0,.420,94,22
1039,American League,2003,10,Detroit Tigers,"$49,168,000",,,,43,0,.265,119,47
1040,American League,2003,11,Oakland Athletics,"$50,260,834",,,,96,0,.593,66,--
1041,American League,2003,12,Seattle Mariners,"$86,959,167",,,,93,0,.574,69,3
1042,American League,2003,13,Anaheim Angels,"$79,031,667",,,,77,0,.475,85,19
1043,American League,2004,1,New York Yankees,"$182,835,513",,,,101,0,.623,61,--
1044,American League,2004,2,Boston Red Sox,"$125,208,542",,,,98,0,.605,64,3
1045,American League,2004,3,Baltimore Orioles,"$51,212,653",,,,78,0,.481,84,23
1046,American League,2004,4,Tampa Bay Devil Rays,"$29,506,667",,,,70,0,.435,91,30½
1047,American League,2004,5,Toronto Blue Jays,"$50,017,000",,,,67,0,.416,94,33½
1048,American League,2004,6,Minnesota Twins,"$53,585,000",,,,92,0,.568,70,--
1049,American League,2004,7,Chicago White Sox,"$76,212,500",,,,83,0,.512,79,9
1050,American League,2004,8,Cleveland Indians,"$34,569,300",,,,80,0,.494,82,12
1051,American League,2004,9,Detroit Tigers,"$46,353,554",,,,72,0,.444,90,20
1052,American League,2004,10,Kansas City Royals,"$47,609,000",,,,58,0,.358,104,34
1053,American League,2004,11,Anaheim Angels,"$101,084,667",,,,92,0,.568,70,--
1054,American League,2004,12,Oakland Athletics,"$59,825,167",,,,91,0,.562,71,1
1055,American League,2004,13,Texas Rangers,"$54,825,973",,,,89,0,.549,73,3
1056,American League,2005,1,New York Yankees,"$208,206,817",,,,95,0,.586,67,--
1057,American League,2005,2,Boston Red Sox,"$123,505,125",,,,95,0,.586,67,--
1058,American League,2005,3,Toronto Blue Jays,"$45,719,500",,,,80,0,.494,82,15
1059,American League,2005,4,Baltimore Orioles,"$73,914,333",,,,74,0,.457,88,21
1060,American League,2005,5,Tampa Bay Devil Rays,"$29,363,067",,,,67,0,.414,95,28
1061,American League,2005,6,Chicago White Sox,"$75,178,000",,,,99,0,.611,63,--
1062,American League,2005,7,Cleveland Indians,"$41,502,500",,,,93,0,.574,69,6
1063,American League,2005,8,Minnesota Twins,"$56,186,000",,,,83,0,.512,79,16
1064,American League,2005,9,Detroit Tigers,"$69,092,000",,,,71,0,.438,91,28
1065,American League,2005,10,Kansas City Royals,"$36,881,000",,,,56,0,.346,106,43
1066,American League,2005,11,Los Angeles Angels of Anaheim,"$97,725,322",,,,95,0,.586,67,--
1067,American League,2005,12,Oakland Athletics,"$55,425,762",,,,88,0,.543,74,7
1068,American League,2005,13,Texas Rangers,"$55,849,000",,,,79,0,.488,83,16
1069,American League,2005,14,Seattle Mariners,"$87,754,334",,,,69,0,.426,93,26
1070,American League,2006,1,East,--,"$194,663,079",,,New York Yankees,65,0,97,.599
1071,American League,2006,2,East,10,"$71,915,000",,,Toronto Blue Jays,75,0,87,.537
1072,American League,2006,3,East,11,"$120,099,824",,,Boston Red Sox,76,0,86,.531
1073,American League,2006,4,East,27,"$72,585,582",,,Baltimore Orioles,92,0,70,.432
1074,American League,2006,5,East,36,"$35,417,967",,,Tampa Bay Devil Rays,101,0,61,.377
1075,American League,2006,6,,--,"$63,396,006",,,Minnesota Twins,66,0,96,.593
1076,American League,2006,7,,1,"$82,612,866",,,Detroit Tigers,67,0,95,.586
