id,league,year,year_id,Earned Run Average,Statistic,Statistic Value,Team,Total Complete Games,Total Earned Runs,Total Games,Total Hit By Pitch,Total Hits,Total Hits Allowed,Total Home Runs,Total Innings Pitched,Total Loses,Total Runs,Total Sacrifice Hits,Total Save Opportunities,Total Saves,Total Shutouts,Total Strikeouts,Total Walks,Total Wins
726,American League,1990,4,,Fewest Home Runs Allowed,92,Boston,,,,,,,,,,,,,,,,,
727,American League,1990,5,,Fewest Walks Allowed,445,Toronto,,,,,,,,,,,,,,,,,
728,American League,1990,6,,Saves,68,Chicago,,,,,,,,,,,,,,,,,
729,American League,1990,7,,Shutouts,16,Oakland,,,,,,,,,,,,,,,,,
730,American League,1991,1,,Complete Games,28,Chicago,,,,,,,,,,,,,,,,,
731,American League,1991,2,,ERA,3.50,Toronto,,,,,,,,,,,,,,,,,
732,American League,1991,3,,Fewest Hits Allowed,"1,301",Toronto,,,,,,,,,,,,,,,,,
733,American League,1991,4,,Fewest Home Runs Allowed,105,Kansas City,,,,,,,,,,,,,,,,,
734,American League,1991,5,,Fewest Walks Allowed,441,Cleveland,,,,,,,,,,,,,,,,,
735,American League,1991,6,,Saves,60,Toronto,,,,,,,,,,,,,,,,,
736,American League,1991,7,,Shutouts,16,Toronto,,,,,,,,,,,,,,,,,
737,American League,1992,1,,Complete Games,26,California,,,,,,,,,,,,,,,,,
738,American League,1992,2,,ERA,3.43,Milwaukee,,,,,,,,,,,,,,,,,
739,American League,1992,3,,Fewest Hits Allowed,"1,344",Milwaukee,,,,,,,,,,,,,,,,,
740,American League,1992,4,,Fewest Home Runs Allowed,106,Kansas City,,,,,,,,,,,,,,,,,
741,American League,1992,5,,Fewest Walks Allowed,435,Milwaukee,,,,,,,,,,,,,,,,,
742,American League,1992,6,,Saves,58,Oakland,,,,,,,,,,,,,,,,,
743,American League,1992,7,,Shutouts,16,Baltimore,,,,,,,,,,,,,,,,,
744,American League,1993,1,,Complete Games,26,California,,,,,,,,,,,,,,,,,
745,American League,1993,2,,Complete Games,26,Milwaukee,,,,,,,,,,,,,,,,,
746,American League,1993,3,,ERA,3.70,Chicago,,,,,,,,,,,,,,,,,
747,American League,1993,4,,Fewest Hits Allowed,"1,379",Boston,,,,,,,,,,,,,,,,,
748,American League,1993,5,,Fewest Hits Allowed,"1,379",Kansas City,,,,,,,,,,,,,,,,,
749,American League,1993,6,,Fewest Home Runs Allowed,105,Kansas City,,,,,,,,,,,,,,,,,
750,American League,1993,7,,Fewest Walks Allowed,514,Minnesota,,,,,,,,,,,,,,,,,
751,American League,1993,8,,Saves,50,Toronto,,,,,,,,,,,,,,,,,
752,American League,1993,9,,Shutouts,13,New York,,,,,,,,,,,,,,,,,
753,American League,1994,1,,Complete Games,17,Cleveland,,,,,,,,,,,,,,,,,
754,American League,1994,2,,ERA,3.96,Chicago,,,,,,,,,,,,,,,,,
755,American League,1994,3,,Fewest Hits Allowed,964,Chicago,,,,,,,,,,,,,,,,,
756,American League,1994,4,,Fewest Home Runs Allowed,94,Cleveland,,,,,,,,,,,,,,,,,
757,American League,1994,5,,Fewest Walks Allowed,351,Baltimore,,,,,,,,,,,,,,,,,
758,American League,1994,6,,Saves,38,Kansas City,,,,,,,,,,,,,,,,,
759,American League,1994,7,,Shutouts,9,Chicago,,,,,,,,,,,,,,,,,
760,American League,1994,8,,Shutouts,9,Oakland,,,,,,,,,,,,,,,,,
761,American League,1995,1,,Complete Games,19,Baltimore,,,,,,,,,,,,,,,,,
762,American League,1995,2,,ERA,3.83,Cleveland,,,,,,,,,,,,,,,,,
763,American League,1995,3,,Fewest Hits Allowed,"1,165",Baltimore,,,,,,,,,,,,,,,,,
764,American League,1995,4,,Fewest Home Runs Allowed,127,Boston,,,,,,,,,,,,,,,,,
765,American League,1995,5,,Fewest Walks Allowed,445,Cleveland,,,,,,,,,,,,,,,,,
766,American League,1995,6,,Saves,50,Cleveland,,,,,,,,,,,,,,,,,
767,American League,1995,7,,Shutouts,10,Baltimore,,,,,,,,,,,,,,,,,
768,American League,1995,8,,Shutouts,10,Cleveland,,,,,,,,,,,,,,,,,
769,American League,1995,9,,Shutouts,10,Kansas City,,,,,,,,,,,,,,,,,
770,American League,1996,1,,Complete Games,19,Texas,,,,,,,,,,,,,,,,,
771,American League,1996,2,,Complete Games,19,Toronto,,,,,,,,,,,,,,,,,
772,American League,1996,3,,ERA,4.34,Cleveland,,,,,,,,,,,,,,,,,
773,American League,1996,4,,Fewest Hits Allowed,"1,469",New York,,,,,,,,,,,,,,,,,
774,American League,1996,5,,Fewest Home Runs Allowed,143,New York,,,,,,,,,,,,,,,,,
775,American League,1996,6,,Fewest Walks Allowed,460,Kansas City,,,,,,,,,,,,,,,,,
776,American League,1996,7,,Saves,52,New York,,,,,,,,,,,,,,,,,
777,American League,1996,8,,Shutouts,9,Cleveland,,,,,,,,,,,,,,,,,
778,American League,1996,9,,Shutouts,9,New York,,,,,,,,,,,,,,,,,
779,American League,1997,1,,Complete Games,19,Toronto,,,,,,,,,,,,,,,,,
780,American League,1997,2,,ERA,3.84,New York,,,,,,,,,,,,,,,,,
781,American League,1997,3,,Fewest Hits Allowed,"1,404",Baltimore,,,,,,,,,,,,,,,,,
782,American League,1997,4,,Fewest Home Runs Allowed,144,New York,,,,,,,,,,,,,,,,,
783,American League,1997,5,,Fewest Walks Allowed,495,Minnesota,,,,,,,,,,,,,,,,,
784,American League,1997,6,,Saves,59,Baltimore,,,,,,,,,,,,,,,,,
785,American League,1997,7,,Shutouts,16,Toronto,,,,,,,,,,,,,,,,,
786,American League,1998,1,,Complete Games,22,New York,,,,,,,,,,,,,,,,,
787,American League,1998,2,,ERA,3.82,New York,,,,,,,,,,,,,,,,,
788,American League,1998,3,,Fewest Hits Allowed,"1,357",New York,,,,,,,,,,,,,,,,,
789,American League,1998,4,,Fewest Home Runs Allowed,156,New York,,,,,,,,,,,,,,,,,
790,American League,1998,5,,Fewest Walks Allowed,458,Minnesota,,,,,,,,,,,,,,,,,
791,American League,1998,6,,Saves,53,Boston,,,,,,,,,,,,,,,,,
792,American League,1998,7,,Shutouts,16,New York,,,,,,,,,,,,,,,,,
793,American League,1999,1,,Complete Games,17,Baltimore,,,,,,,,,,,,,,,,,
794,American League,1999,2,,ERA,4.00,Boston,,,,,,,,,,,,,,,,,
795,American League,1999,3,,Fewest Hits Allowed,"1,396",Boston,,,,,,,,,,,,,,,,,
796,American League,1999,4,,Fewest Home Runs Allowed,158,New York,,,,,,,,,,,,,,,,,
797,American League,1999,5,,Fewest Walks Allowed,469,Boston,,,,,,,,,,,,,,,,,
798,American League,1999,6,,Saves,50,Boston,,,,,,,,,,,,,,,,,
799,American League,1999,7,,Saves,50,New York,,,,,,,,,,,,,,,,,
800,American League,1999,8,,Shutouts,4,Baltimore,,,,,,,,,,,,,,,,,
801,American League,1999,9,,Shutouts,4,New York,,,,,,,,,,,,,,,,,
802,American League,2000,1,,Complete Games,15,Toronto,,,,,,,,,,,,,,,,,
803,American League,2000,2,,ERA,4.24,Boston,,,,,,,,,,,,,,,,,
804,American League,2000,3,,Fewest Hits Allowed,"1,433",Boston,,,,,,,,,,,,,,,,,
805,American League,2000,4,,Fewest Home Runs Allowed,158,Oakland,,,,,,,,,,,,,,,,,
806,American League,2000,5,,Fewest Walks Allowed,496,Detroit,,,,,,,,,,,,,,,,,
807,American League,2000,6,,Saves,46,Anaheim,,,,,,,,,,,,,,,,,
808,American League,2000,7,,Saves,46,Boston,,,,,,,,,,,,,,,,,
809,American League,2000,8,,Shutouts,12,Boston,,,,,,,,,,,,,,,,,
810,American League,2001,1,,Complete Games,16,Detroit,,,,,,,,,,,,,,,,,
811,American League,2001,2,,ERA,3.54,Seattle,,,,,,,,,,,,,,,,,
812,American League,2001,3,,Fewest Hits Allowed,"1,293",Seattle,,,,,,,,,,,,,,,,,
813,American League,2001,4,,Fewest Home Runs Allowed,146,Boston,,,,,,,,,,,,,,,,,
814,American League,2001,5,,Fewest Walks Allowed,440,Oakland,,,,,,,,,,,,,,,,,
815,American League,2001,6,,Saves,57,New York,,,,,,,,,,,,,,,,,
816,American League,2001,7,,Shutouts,14,Seattle,,,,,,,,,,,,,,,,,
817,American League,2002,1,3.69,,,Anaheim,7,595,,49,"1,345",,169,1452.1,63,644,14,70,54,,999,509,99
818,American League,2002,2,4.46,,,Baltimore,8,719,,54,"1,491",,208,1450.2,95,773,3,46,31,,967,549,67
819,American League,2002,3,3.75,,,Boston,5,603,,84,"1,339",,146,1446.0,69,665,17,68,51,,"1,157",430,93
820,American League,2002,4,4.53,,,Chicago,7,716,,60,"1,422",,190,1423.0,81,798,7,46,35,,945,528,81
821,American League,2002,5,4.91,,,Cleveland,9,777,,57,"1,508",,142,1424.2,88,837,4,53,34,,"1,058",603,74
822,American League,2002,6,4.92,,,Detroit,11,773,,62,"1,593",,163,1414.0,106,864,7,53,33,,794,463,55
823,American League,2002,7,5.21,,,Kansas City,12,834,,52,"1,587",,212,1441.0,100,891,6,54,30,,909,572,62
824,American League,2002,8,4.12,,,Minnesota,8,662,,45,"1,454",,184,1444.2,67,712,9,65,47,,"1,026",439,94
825,American League,2002,9,3.87,,,New York,9,625,,48,"1,441",,144,1452.0,58,697,11,69,53,,"1,135",403,103
826,American League,2002,10,3.68,,,Oakland,9,593,,62,"1,391",,135,1452.0,59,654,19,68,48,,"1,021",474,103
827,American League,2002,11,4.07,,,Seattle,8,654,,49,"1,422",,178,1445.1,69,699,12,64,43,,"1,063",441,93
828,American League,2002,12,5.29,,,Tampa Bay,12,846,,94,"1,567",,215,1440.1,106,918,3,46,25,,925,620,55
829,American League,2002,13,5.15,,,Texas,4,824,,76,"1,528",,194,1439.2,90,882,4,65,33,,"1,030",669,72
830,American League,2002,14,4.80,,,Toronto,6,767,,71,"1,504",,177,1438.1,84,828,6,70,41,,991,590,78
831,American League,2003,1,4.28,,,Anaheim,5,680,162,76,,"1,444",190,"1,431.1",85,743,,,39,9,980,486,77
832,American League,2003,2,4.76,,,Baltimore,9,767,163,80,,"1,579",198,"1,449.2",91,820,,,41,3,981,526,71
833,American League,2003,3,4.48,,,Boston,5,729,162,76,,"1,503",153,"1,464.2",67,809,,,36,6,"1,141",488,95
834,American League,2003,4,4.17,,,Chicago,12,663,162,53,,"1,364",162,"1,431.0",76,715,,,36,4,"1,056",518,86
835,American League,2003,5,4.21,,,Cleveland,5,682,162,64,,"1,477",179,"1,459.1",94,778,,,34,7,943,501,68
836,American League,2003,6,5.30,,,Detroit,3,847,162,56,,"1,616",195,"1,438.2",119,928,,,27,5,764,557,43
837,American League,2003,7,5.05,,,Kansas City,7,808,162,66,,"1,569",190,"1,438.2",79,867,,,36,10,865,566,83
838,American League,2003,8,4.41,,,Minnesota,7,716,162,50,,"1,526",187,"1,462.0",72,758,,,45,8,997,402,90
839,American League,2003,9,4.02,,,New York,8,653,163,49,,"1,512",145,"1,462.0",61,716,,,49,12,"1,119",375,101
840,American League,2003,10,3.63,,,Oakland,16,582,162,54,,"1,336",140,"1,441.2",66,643,,,48,14,"1,018",499,96
841,American League,2003,11,3.76,,,Seattle,8,602,162,54,,"1,340",173,"1,441.0",69,637,,,38,15,"1,001",466,93
842,American League,2003,12,4.93,,,Tampa Bay,7,787,162,95,,"1,454",196,"1,436.2",99,852,,,30,7,877,639,63
843,American League,2003,13,5.67,,,Texas,4,903,162,63,,"1,625",208,"1,433.1",91,969,,,43,3,"1,009",603,71
844,American League,2003,14,4.69,,,Toronto,14,748,162,57,,"1,560",184,"1,435.0",76,826,,,36,6,984,485,86
845,American League,2004,1,4.28,,,Anaheim,2,692,,44,,"1,476",170,1454.1,70,734,11,,50,,"1,164",502,92
846,American League,2004,2,4.70,,,Baltimore,8,760,,62,,"1,488",159,1455.1,84,830,10,,27,,"1,090",687,78
847,American League,2004,3,4.18,,,Boston,4,674,,92,,"1,430",159,1451.1,64,768,12,,36,,"1,132",447,98
848,American League,2004,4,4.91,,,Chicago,8,782,,48,,"1,505",224,1432.1,79,831,8,,34,,"1,013",527,83
849,American League,2004,5,4.81,,,Cleveland,8,784,,62,,"1,553",201,1466.2,82,857,8,,32,,"1,115",579,80
850,American League,2004,6,4.93,,,Detroit,7,788,,54,,"1,542",190,1439.2,90,844,9,,35,,995,530,72
851,American League,2004,7,5.15,,,Kansas City,6,813,,56,,"1,638",208,1420.1,104,905,3,,25,,887,518,58
852,American League,2004,8,4.03,,,Minnesota,4,661,,54,,"1,523",167,1476.0,70,715,9,,48,,"1,123",431,92
853,American League,2004,9,4.69,,,New York,1,752,,60,,"1,532",182,1443.2,61,808,5,,59,,"1,058",445,101
854,American League,2004,10,4.17,,,Oakland,10,682,,68,,"1,466",164,1471.1,71,742,8,,35,,"1,034",544,91
855,American League,2004,11,4.76,,,Seattle,7,772,,72,,"1,498",212,1459.1,99,823,7,,28,,"1,036",575,63
856,American League,2004,12,4.81,,,Tampa Bay,3,757,,93,,"1,459",192,1417.0,91,842,5,,35,,923,580,70
857,American League,2004,13,4.53,,,Texas,5,724,,81,,"1,536",182,1439.2,73,794,9,,52,,979,547,89
858,American League,2004,14,4.91,,,Toronto,6,775,,58,,"1,505",181,1421.0,94,823,11,,37,,956,608,67
859,Federal League,1914,1,,Complete Games,104,Indianapolis,,,,,,,,,,,,,,,,,
860,Federal League,1914,2,,ERA,2.44,Chicago,,,,,,,,,,,,,,,,,
861,Federal League,1914,3,,Fewest Hits Allowed,"1,204",Chicago,,,,,,,,,,,,,,,,,
862,Federal League,1914,4,,Fewest Home Runs Allowed,29,Indianapolis,,,,,,,,,,,,,,,,,
863,Federal League,1914,5,,Fewest Walks Allowed,392,Baltimore,,,,,,,,,,,,,,,,,
864,Federal League,1914,6,,Saves,16,Buffalo,,,,,,,,,,,,,,,,,
865,Federal League,1914,7,,Shutouts,17,Chicago,,,,,,,,,,,,,,,,,
866,Federal League,1915,1,,Complete Games,100,Newark,,,,,,,,,,,,,,,,,
867,Federal League,1915,2,,ERA,2.61,Newark,,,,,,,,,,,,,,,,,
868,Federal League,1915,3,,Fewest Hits Allowed,"1,210",Kansas City,,,,,,,,,,,,,,,,,
869,Federal League,1915,4,,Fewest Home Runs Allowed,15,Newark,,,,,,,,,,,,,,,,,
870,Federal League,1915,5,,Fewest Walks Allowed,390,Kansas City,,,,,,,,,,,,,,,,,
871,Federal League,1915,6,,Saves,16,Brooklyn,,,,,,,,,,,,,,,,,
872,Federal League,1915,7,,Shutouts,24,St. Louis,,,,,,,,,,,,,,,,,
873,National League,1876,1,,Complete Games,69,Hartford,,,,,,,,,,,,,,,,,
874,National League,1876,2,,ERA,1.22,St. Louis,,,,,,,,,,,,,,,,,
875,National League,1876,3,,Fewest Hits Allowed,472,St. Louis,,,,,,,,,,,,,,,,,
876,National League,1876,4,,Fewest Home Runs Allowed,2,Hartford,,,,,,,,,,,,,,,,,
877,National League,1876,5,,Fewest Home Runs Allowed,2,Philadelphia,,,,,,,,,,,,,,,,,
878,National League,1876,6,,Fewest Walks Allowed,24,New York,,,,,,,,,,,,,,,,,
879,National League,1876,7,,Saves,7,Boston,,,,,,,,,,,,,,,,,
880,National League,1876,8,,Shutouts,16,St. Louis,,,,,,,,,,,,,,,,,
881,National League,1877,1,,Complete Games,61,Boston,,,,,,,,,,,,,,,,,
882,National League,1877,2,,Complete Games,61,Louisville,,,,,,,,,,,,,,,,,
883,National League,1877,3,,ERA,2.15,Boston,,,,,,,,,,,,,,,,,
884,National League,1877,4,,Fewest Hits Allowed,557,Boston,,,,,,,,,,,,,,,,,
885,National League,1877,5,,Fewest Home Runs Allowed,2,Hartford,,,,,,,,,,,,,,,,,
886,National League,1877,6,,Fewest Home Runs Allowed,2,St. Louis,,,,,,,,,,,,,,,,,
887,National League,1877,7,,Fewest Walks Allowed,38,Boston,,,,,,,,,,,,,,,,,
888,National League,1877,8,,Saves,3,Chicago,,,,,,,,,,,,,,,,,
889,National League,1877,9,,Shutouts,7,Boston,,,,,,,,,,,,,,,,,
890,National League,1878,1,,Complete Games,61,Cincinnati,,,,,,,,,,,,,,,,,
891,National League,1878,2,,Complete Games,61,Chicago,,,,,,,,,,,,,,,,,
892,National League,1878,3,,ERA,1.84,Cincinnati,,,,,,,,,,,,,,,,,
893,National League,1878,4,,Fewest Hits Allowed,546,Cincinnati,,,,,,,,,,,,,,,,,
894,National League,1878,5,,Fewest Home Runs Allowed,2,Cincinnati,,,,,,,,,,,,,,,,,
895,National League,1878,6,,Fewest Walks Allowed,35,Chicago,,,,,,,,,,,,,,,,,
896,National League,1878,7,,Saves,1,Indianapolis,,,,,,,,,,,,,,,,,
897,National League,1878,8,,Shutouts,9,Boston,,,,,,,,,,,,,,,,,
898,National League,1879,1,,Complete Games,82,Chicago,,,,,,,,,,,,,,,,,
899,National League,1879,2,,ERA,2.18,Providence,,,,,,,,,,,,,,,,,
900,National League,1879,3,,Fewest Hits Allowed,698,Buffalo,,,,,,,,,,,,,,,,,
901,National League,1879,4,,Fewest Home Runs Allowed,3,Buffalo,,,,,,,,,,,,,,,,,
902,National League,1879,5,,Fewest Walks Allowed,46,Boston,,,,,,,,,,,,,,,,,
903,National League,1879,6,,Saves,2,Providence,,,,,,,,,,,,,,,,,
904,National League,1879,7,,Shutouts,13,Boston,,,,,,,,,,,,,,,,,
905,National League,1880,1,,Complete Games,83,Cleveland,,,,,,,,,,,,,,,,,
906,National League,1880,2,,ERA,1.64,Providence,,,,,,,,,,,,,,,,,
907,National League,1880,3,,Fewest Hits Allowed,622,Chicago,,,,,,,,,,,,,,,,,
908,National League,1880,4,,Fewest Home Runs Allowed,2,Boston,,,,,,,,,,,,,,,,,
909,National League,1880,5,,Fewest Walks Allowed,51,Providence,,,,,,,,,,,,,,,,,
910,National League,1880,6,,Saves,5,Worcester,,,,,,,,,,,,,,,,,
911,National League,1880,7,,Shutouts,13,Providence,,,,,,,,,,,,,,,,,
912,National League,1881,1,,Complete Games,85,Troy,,,,,,,,,,,,,,,,,
913,National League,1881,2,,ERA,2.40,Providence,,,,,,,,,,,,,,,,,
914,National League,1881,3,,Fewest Hits Allowed,722,Chicago,,,,,,,,,,,,,,,,,
915,National League,1881,4,,Fewest Home Runs Allowed,5,Providence,,,,,,,,,,,,,,,,,
916,National League,1881,5,,Fewest Walks Allowed,89,Buffalo,,,,,,,,,,,,,,,,,
917,National League,1881,6,,Saves,3,Boston,,,,,,,,,,,,,,,,,
918,National League,1881,7,,Shutouts,10,Detroit,,,,,,,,,,,,,,,,,
919,National League,1882,1,,Complete Games,83,Chicago,,,,,,,,,,,,,,,,,
920,National League,1882,2,,ERA,2.22,Chicago,,,,,,,,,,,,,,,,,
921,National League,1882,3,,Fewest Hits Allowed,667,Chicago,,,,,,,,,,,,,,,,,
922,National League,1882,4,,Fewest Home Runs Allowed,10,Boston,,,,,,,,,,,,,,,,,
923,National League,1882,5,,Fewest Walks Allowed,77,Boston,,,,,,,,,,,,,,,,,
924,National League,1882,6,,Saves,1,Providence,,,,,,,,,,,,,,,,,
925,National League,1882,7,,Shutouts,10,Providence,,,,,,,,,,,,,,,,,
926,National League,1883,1,,Complete Games,92,Cleveland,,,,,,,,,,,,,,,,,
927,National League,1883,2,,ERA,2.22,Cleveland,,,,,,,,,,,,,,,,,
928,National League,1883,3,,Fewest Hits Allowed,818,Cleveland,,,,,,,,,,,,,,,,,
929,National League,1883,4,,Fewest Home Runs Allowed,7,Cleveland,,,,,,,,,,,,,,,,,
930,National League,1883,5,,Fewest Walks Allowed,90,Boston,,,,,,,,,,,,,,,,,
931,National League,1883,6,,Saves,3,Boston,,,,,,,,,,,,,,,,,
932,National League,1883,7,,Shutouts,6,Boston,,,,,,,,,,,,,,,,,
933,National League,1884,1,,Complete Games,111,New York,,,,,,,,,,,,,,,,,
934,National League,1884,2,,ERA,1.61,Providence,,,,,,,,,,,,,,,,,
935,National League,1884,3,,Fewest Hits Allowed,825,Providence,,,,,,,,,,,,,,,,,
936,National League,1884,4,,Fewest Home Runs Allowed,26,Providence,,,,,,,,,,,,,,,,,
937,National League,1884,5,,Fewest Walks Allowed,135,Boston,,,,,,,,,,,,,,,,,
938,National League,1884,6,,Saves,2,Boston,,,,,,,,,,,,,,,,,
939,National League,1884,7,,Saves,2,Providence,,,,,,,,,,,,,,,,,
940,National League,1884,8,,Shutouts,16,Providence,,,,,,,,,,,,,,,,,
941,National League,1885,1,,Complete Games,111,Boston,,,,,,,,,,,,,,,,,
942,National League,1885,2,,ERA,1.72,New York,,,,,,,,,,,,,,,,,
943,National League,1885,3,,Fewest Hits Allowed,758,New York,,,,,,,,,,,,,,,,,
944,National League,1885,4,,Fewest Home Runs Allowed,11,New York,,,,,,,,,,,,,,,,,
945,National League,1885,5,,Fewest Walks Allowed,188,Boston,,,,,,,,,,,,,,,,,
946,National League,1885,6,,Saves,4,Chicago,,,,,,,,,,,,,,,,,
947,National League,1885,7,,Shutouts,16,New York,,,,,,,,,,,,,,,,,
948,National League,1886,1,,Complete Games,122,Detroit,,,,,,,,,,,,,,,,,
949,National League,1886,2,,ERA,2.45,Philadelphia,,,,,,,,,,,,,,,,,
950,National League,1886,3,,Fewest Hits Allowed,923,Philadelphia,,,,,,,,,,,,,,,,,
951,National League,1886,4,,Fewest Home Runs Allowed,20,Detroit,,,,,,,,,,,,,,,,,
952,National League,1886,5,,Fewest Walks Allowed,246,Kansas City,,,,,,,,,,,,,,,,,
953,National League,1886,6,,Saves,3,Chicago,,,,,,,,,,,,,,,,,
954,National League,1887,1,,Complete Games,124,Washington,,,,,,,,,,,,,,,,,
955,National League,1887,2,,ERA,3.46,Chicago,,,,,,,,,,,,,,,,,
956,National League,1887,3,,Fewest Hits Allowed,"1,096",New York,,,,,,,,,,,,,,,,,
957,National League,1887,4,,Fewest Home Runs Allowed,27,New York,,,,,,,,,,,,,,,,,
958,National League,1887,5,,Fewest Walks Allowed,246,Pittsburgh,,,,,,,,,,,,,,,,,
959,National League,1887,6,,Saves,3,Chicago,,,,,,,,,,,,,,,,,
960,National League,1887,7,,Shutouts,7,Philadelphia,,,,,,,,,,,,,,,,,
961,National League,1888,1,,Complete Games,135,Pittsburgh,,,,,,,,,,,,,,,,,
962,National League,1888,2,,ERA,1.96,New York,,,,,,,,,,,,,,,,,
963,National League,1888,3,,Fewest Hits Allowed,907,New York,,,,,,,,,,,,,,,,,
964,National League,1888,4,,Fewest Home Runs Allowed,23,Pittsburgh,,,,,,,,,,,,,,,,,
965,National League,1888,5,,Fewest Walks Allowed,183,Detroit,,,,,,,,,,,,,,,,,
966,National League,1888,6,,Saves,3,Philadelphia,,,,,,,,,,,,,,,,,
967,National League,1888,7,,Shutouts,20,New York,,,,,,,,,,,,,,,,,
968,National League,1889,1,,Complete Games,132,Cleveland,,,,,,,,,,,,,,,,,
969,National League,1889,2,,ERA,3.36,Boston,,,,,,,,,,,,,,,,,
970,National League,1889,3,,Fewest Hits Allowed,"1,073",New York,,,,,,,,,,,,,,,,,
971,National League,1889,4,,Fewest Home Runs Allowed,33,Philadelphia,,,,,,,,,,,,,,,,,
972,National League,1889,5,,Fewest Walks Allowed,374,Pittsburgh,,,,,,,,,,,,,,,,,
973,National League,1889,6,,Saves,4,Boston,,,,,,,,,,,,,,,,,
974,National League,1889,7,,Shutouts,10,Boston,,,,,,,,,,,,,,,,,
975,National League,1890,1,,Complete Games,132,Boston,,,,,,,,,,,,,,,,,
976,National League,1890,2,,ERA,2.79,Cincinnati,,,,,,,,,,,,,,,,,
977,National League,1890,3,,Fewest Hits Allowed,"1,029",New York,,,,,,,,,,,,,,,,,
978,National League,1890,4,,Fewest Home Runs Allowed,14,New York,,,,,,,,,,,,,,,,,
979,National League,1890,5,,Fewest Walks Allowed,354,Boston,,,,,,,,,,,,,,,,,
980,National League,1890,6,,Saves,3,Chicago,,,,,,,,,,,,,,,,,
981,National League,1890,7,,Shutouts,13,Boston,,,,,,,,,,,,,,,,,
982,National League,1891,1,,Complete Games,126,Boston,,,,,,,,,,,,,,,,,
983,National League,1891,2,,ERA,2.76,Boston,,,,,,,,,,,,,,,,,
984,National League,1891,3,,Fewest Hits Allowed,"1,098",New York,,,,,,,,,,,,,,,,,
985,National League,1891,4,,Fewest Home Runs Allowed,24,Cleveland,,,,,,,,,,,,,,,,,
986,National League,1891,5,,Fewest Walks Allowed,364,Boston,,,,,,,,,,,,,,,,,
987,National League,1891,6,,Saves,6,Boston,,,,,,,,,,,,,,,,,
988,National League,1891,7,,Shutouts,11,New York,,,,,,,,,,,,,,,,,
989,National League,1892,1,,Complete Games,147,Louisville,,,,,,,,,,,,,,,,,
990,National League,1892,2,,ERA,2.41,Cleveland,,,,,,,,,,,,,,,,,
991,National League,1892,3,,Fewest Hits Allowed,"1,156",Boston,,,,,,,,,,,,,,,,,
992,National League,1892,4,,Fewest Home Runs Allowed,24,Philadelphia,,,,,,,,,,,,,,,,,
993,National League,1892,5,,Fewest Walks Allowed,413,Cleveland,,,,,,,,,,,,,,,,,
994,National League,1892,6,,Saves,5,Brooklyn,,,,,,,,,,,,,,,,,
995,National League,1892,7,,Saves,5,Philadelphia,,,,,,,,,,,,,,,,,
996,National League,1892,8,,Shutouts,15,Boston,,,,,,,,,,,,,,,,,
997,National League,1893,1,,Complete Games,114,Boston,,,,,,,,,,,,,,,,,
998,National League,1893,2,,Complete Games,114,St. Louis,,,,,,,,,,,,,,,,,
999,National League,1893,3,,ERA,4.06,St. Louis,,,,,,,,,,,,,,,,,
1000,National League,1893,4,,Fewest Hits Allowed,"1,232",Pittsburgh,,,,,,,,,,,,,,,,,
1001,National League,1893,5,,Fewest Home Runs Allowed,26,Chicago,,,,,,,,,,,,,,,,,
1002,National League,1893,6,,Fewest Walks Allowed,356,Cleveland,,,,,,,,,,,,,,,,,
1003,National League,1893,7,,Saves,5,Chicago,,,,,,,,,,,,,,,,,
1004,National League,1893,8,,Saves,5,Cincinnati,,,,,,,,,,,,,,,,,
1005,National League,1893,9,,Shutouts,8,Pittsburgh,,,,,,,,,,,,,,,,,
1006,National League,1894,1,,Complete Games,117,Chicago,,,,,,,,,,,,,,,,,
1007,National League,1894,2,,ERA,3.83,New York,,,,,,,,,,,,,,,,,
1008,National League,1894,3,,Fewest Hits Allowed,"1,292",New York,,,,,,,,,,,,,,,,,
1009,National League,1894,4,,Fewest Home Runs Allowed,31,Baltimore,,,,,,,,,,,,,,,,,
1010,National League,1894,5,,Fewest Walks Allowed,411,Boston,,,,,,,,,,,,,,,,,
1011,National League,1894,6,,Saves,11,Baltimore,,,,,,,,,,,,,,,,,
1012,National League,1894,7,,Shutouts,6,Cleveland,,,,,,,,,,,,,,,,,
1013,National League,1895,1,,Complete Games,119,Chicago,,,,,,,,,,,,,,,,,
1014,National League,1895,2,,ERA,3.80,Baltimore,,,,,,,,,,,,,,,,,
1015,National League,1895,3,,Fewest Hits Allowed,"1,216",Baltimore,,,,,,,,,,,,,,,,,
1016,National League,1895,4,,Fewest Home Runs Allowed,17,Pittsburgh,,,,,,,,,,,,,,,,,
1017,National League,1895,5,,Fewest Walks Allowed,346,Cleveland,,,,,,,,,,,,,,,,,
1018,National League,1895,6,,Saves,7,Philadelphia,,,,,,,,,,,,,,,,,
1019,National League,1895,7,,Shutouts,10,Baltimore,,,,,,,,,,,,,,,,,
1020,National League,1896,1,,Complete Games,118,Chicago,,,,,,,,,,,,,,,,,
1021,National League,1896,2,,ERA,3.46,Cleveland,,,,,,,,,,,,,,,,,
1022,National League,1896,3,,Fewest Hits Allowed,"1,240",Cincinnati,,,,,,,,,,,,,,,,,
1023,National League,1896,4,,Fewest Home Runs Allowed,18,Pittsburgh,,,,,,,,,,,,,,,,,
1024,National League,1896,5,,Fewest Walks Allowed,280,Cleveland,,,,,,,,,,,,,,,,,
